line,cp,algo,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
0, start, beginner,O,G,W,G,W,Y,Y,Y,W,O,O,B,Y,G,B,R,W,W,R,R,R,R,R,B,O,R,R,G,W,Y,Y,O,W,Y,G,G,B,R,G,B,Y,O,O,B,G,W,W,Y,O,B,G,B,O,B
0, intermediate, beginner,O,G,W,G,W,Y,G,R,B,W,W,R,B,G,Y,B,O,O,R,R,R,R,R,B,Y,G,G,G,W,Y,Y,O,W,O,R,R,W,Y,Y,B,Y,O,O,B,G,W,W,Y,O,B,G,B,O,B
0, intermediate, beginner,O,G,W,G,W,Y,G,R,B,W,W,R,B,G,Y,G,B,R,R,R,W,R,R,W,Y,G,Y,B,W,Y,O,O,W,O,R,R,Y,O,G,Y,Y,B,W,B,O,O,Y,G,O,B,G,B,O,B
0, intermediate, beginner,O,G,R,G,W,Y,G,R,R,W,W,G,B,G,B,G,B,O,Y,R,R,G,R,R,Y,W,W,B,W,Y,O,O,W,O,R,R,Y,O,G,Y,Y,G,W,B,B,O,Y,W,O,B,Y,B,O,B
0, intermediate, beginner,G,G,O,R,W,G,R,Y,R,Y,G,Y,B,G,B,G,B,O,B,R,R,O,R,R,B,W,W,B,W,W,O,O,W,O,R,G,Y,O,G,Y,Y,G,W,B,B,O,Y,W,O,B,Y,R,W,Y
0, intermediate, beginner,G,G,W,R,W,Y,R,Y,Y,Y,G,O,B,G,G,G,B,R,R,R,W,R,R,W,B,O,B,B,W,W,O,O,W,O,R,G,Y,O,Y,Y,Y,B,W,B,O,O,Y,G,O,B,G,R,W,B
0, intermediate, beginner,G,G,W,R,W,Y,Y,O,Y,R,B,G,G,G,B,O,G,Y,R,R,W,R,R,W,O,R,G,B,W,W,O,O,W,B,O,B,Y,Y,R,Y,Y,B,W,B,O,O,Y,G,O,B,G,R,W,B
0, intermediate, beginner,G,G,W,R,W,Y,Y,O,Y,R,B,G,G,G,B,G,W,W,R,R,O,R,R,Y,O,R,G,O,W,W,G,O,W,Y,O,B,R,B,O,Y,Y,B,Y,Y,W,B,O,B,O,B,G,R,W,B
0, intermediate, beginner,Y,R,G,O,W,G,Y,Y,W,O,R,R,G,G,B,G,W,W,R,R,O,W,R,Y,B,R,G,O,W,R,G,O,B,Y,O,G,R,B,O,Y,Y,B,Y,Y,W,B,O,B,O,B,G,B,W,W
0, intermediate, beginner,Y,R,G,O,W,G,O,B,R,W,W,G,B,G,G,R,R,O,R,R,O,W,R,Y,Y,O,G,O,W,R,G,O,B,B,R,G,W,Y,Y,Y,Y,B,Y,Y,W,B,O,B,O,B,G,B,W,W
0, intermediate, beginner,Y,R,G,O,W,G,O,B,R,W,W,G,B,G,G,G,Y,O,R,R,B,W,R,O,Y,O,B,R,W,R,R,O,B,O,R,G,Y,B,W,Y,Y,Y,W,Y,Y,B,G,O,O,B,G,B,W,W
0, intermediate, beginner,Y,R,G,O,W,G,Y,O,B,G,G,O,W,G,Y,W,B,G,R,R,B,W,R,O,W,B,Y,R,W,R,R,O,B,O,B,R,G,R,O,Y,Y,Y,W,Y,Y,B,G,O,O,B,G,B,W,W
0, intermediate, beginner,Y,R,O,O,W,Y,Y,O,G,G,G,O,W,G,Y,W,B,Y,W,W,R,B,R,R,Y,O,B,R,W,R,R,O,B,O,B,R,G,R,O,Y,Y,G,W,Y,W,B,G,G,O,B,G,B,W,B
0, intermediate, beginner,Y,O,Y,O,W,R,G,Y,O,Y,B,W,W,G,Y,W,B,Y,B,W,R,W,R,R,B,O,B,R,W,G,R,O,G,O,B,O,G,R,O,Y,Y,G,W,Y,W,B,G,G,O,B,G,R,B,R
0, intermediate, beginner,Y,O,G,O,W,G,G,Y,R,Y,B,Y,W,G,R,W,B,O,R,R,B,W,R,O,B,W,B,R,W,G,R,O,G,O,B,O,G,R,W,Y,Y,Y,W,Y,Y,B,G,O,O,B,G,R,B,W
0, intermediate, beginner,Y,O,G,O,W,G,W,R,G,O,B,W,R,G,W,Y,B,Y,R,R,B,W,R,O,O,B,O,R,W,G,R,O,G,B,W,B,R,Y,G,Y,Y,Y,W,Y,Y,B,G,O,O,B,G,R,B,W
0, checkpoint, beginner,Y,O,G,O,W,G,W,R,G,O,B,W,R,G,W,O,G,B,R,R,B,W,R,R,O,B,R,O,W,G,O,O,G,B,W,B,Y,Y,W,Y,Y,Y,G,Y,R,Y,B,Y,O,B,G,R,B,W
0, intermediate, beginner,G,R,W,G,W,O,G,O,Y,W,B,R,R,G,W,O,G,B,B,R,B,G,R,R,G,B,R,O,W,O,O,O,W,B,W,R,Y,Y,W,Y,Y,Y,G,Y,R,Y,B,Y,O,B,G,W,B,O
0, intermediate, beginner,G,R,Y,G,W,G,G,O,O,W,B,W,R,G,O,O,G,Y,B,R,R,R,R,B,B,G,G,O,W,O,O,O,W,B,W,R,Y,Y,R,Y,Y,W,G,Y,B,Y,B,W,O,B,Y,W,B,R
0, intermediate, beginner,Y,G,O,R,W,O,G,G,G,O,W,R,R,G,O,O,G,Y,W,R,R,B,R,B,W,G,G,O,W,R,O,O,B,B,W,W,Y,Y,R,Y,Y,W,G,Y,B,Y,B,W,O,B,Y,B,R,B
0, intermediate, beginner,Y,G,R,R,W,O,G,G,Y,O,W,R,R,G,W,O,G,B,W,B,W,G,R,R,G,B,R,O,W,R,O,O,B,B,W,W,Y,Y,W,Y,Y,Y,G,Y,B,Y,B,O,O,B,O,B,R,G
0, intermediate, beginner,G,R,Y,G,W,G,Y,O,R,G,G,W,R,G,W,O,G,B,B,B,W,R,R,R,G,B,R,O,W,O,O,O,W,B,W,R,Y,Y,W,Y,Y,Y,G,Y,B,Y,B,O,O,B,O,W,B,R
0, intermediate, beginner,G,R,W,G,W,W,Y,O,B,G,G,W,R,G,Y,O,G,B,G,R,B,B,R,B,R,R,W,O,W,O,O,O,W,B,W,R,Y,Y,O,Y,Y,O,G,Y,R,Y,B,Y,O,B,G,W,B,R
0, intermediate, beginner,B,O,Y,W,W,G,W,R,G,R,B,W,R,G,Y,O,G,B,R,R,B,W,R,B,O,R,W,O,W,R,O,O,B,B,W,G,Y,Y,O,Y,Y,O,G,Y,R,Y,B,Y,O,B,G,W,G,G
0, intermediate, beginner,B,O,O,W,W,O,W,R,R,R,B,Y,R,G,G,O,G,G,W,R,O,B,R,W,B,R,R,O,W,R,O,O,B,B,W,G,Y,Y,Y,Y,Y,G,G,Y,G,Y,B,W,O,B,Y,W,G,B
0, intermediate, beginner,B,O,O,W,W,O,B,W,G,O,R,R,G,G,B,G,G,Y,W,R,O,B,R,W,W,R,R,O,W,R,O,O,B,Y,Y,Y,R,R,B,Y,Y,G,G,Y,G,Y,B,W,O,B,Y,W,G,B
0, intermediate, beginner,B,O,R,W,W,B,B,W,Y,O,R,B,G,G,G,G,G,G,W,B,W,R,R,R,R,W,O,O,W,R,O,O,B,Y,Y,Y,R,R,W,Y,Y,Y,G,Y,B,Y,B,O,O,B,O,W,G,G
0, intermediate, beginner,B,O,R,W,W,B,R,W,O,B,G,G,R,G,G,O,G,G,W,B,W,R,R,R,W,R,R,O,W,R,O,O,B,B,W,Y,Y,Y,Y,Y,Y,Y,G,Y,B,Y,B,O,O,B,O,W,G,G
0, intermediate, beginner,R,W,B,W,W,O,O,B,R,W,R,W,R,G,G,O,G,G,W,B,W,G,R,R,G,R,R,O,W,B,O,O,G,B,W,G,Y,Y,Y,Y,Y,Y,G,Y,B,Y,B,O,O,B,O,Y,B,R
0, intermediate, beginner,W,B,W,W,W,O,O,B,R,W,R,W,R,G,G,O,G,G,B,Y,G,G,R,R,G,R,R,R,W,B,O,O,G,B,W,G,Y,Y,Y,Y,Y,Y,B,W,O,Y,O,Y,B,B,B,R,O,O
0, intermediate, beginner,W,O,R,B,W,B,W,W,O,B,G,G,R,G,G,O,G,G,W,Y,G,R,R,R,W,R,R,R,W,O,O,O,O,B,W,R,Y,Y,Y,Y,Y,Y,B,W,O,Y,O,Y,B,B,B,B,G,G
0, intermediate, beginner,R,W,O,B,W,B,W,W,O,B,G,G,R,G,G,O,G,G,W,O,R,R,R,R,W,R,R,O,W,B,O,O,O,B,W,R,Y,Y,Y,Y,Y,Y,G,Y,W,Y,B,G,O,B,G,Y,B,B
0, intermediate, beginner,W,B,R,W,W,W,O,B,O,W,R,W,R,G,G,O,G,G,Y,O,R,B,R,R,B,R,R,O,W,B,O,O,G,B,W,G,Y,Y,Y,Y,Y,Y,G,Y,W,Y,B,G,O,B,G,R,O,B
0, intermediate, beginner,W,B,G,W,W,G,O,B,B,W,R,R,R,G,W,O,G,O,R,R,R,O,R,R,Y,B,B,O,W,B,O,O,G,B,W,G,Y,Y,W,Y,Y,G,G,Y,G,Y,B,Y,O,B,Y,R,O,W
0, intermediate, beginner,G,G,B,B,W,B,W,W,O,B,G,G,R,G,W,O,G,O,R,R,R,R,R,R,W,B,B,O,W,W,O,O,O,B,W,R,Y,Y,W,Y,Y,G,G,Y,G,Y,B,Y,O,B,Y,R,O,Y
0, intermediate, beginner,G,G,G,B,W,W,W,W,O,B,G,W,R,G,G,O,G,G,W,R,R,B,R,R,B,R,R,O,W,W,O,O,O,B,W,R,Y,Y,Y,Y,Y,Y,G,Y,Y,Y,B,B,O,B,B,R,O,O
0, intermediate, beginner,B,G,G,R,W,W,O,W,O,Y,G,W,Y,G,G,G,G,G,W,R,R,B,R,R,B,R,R,W,O,R,W,O,W,O,O,B,Y,Y,Y,O,Y,Y,R,Y,Y,G,B,B,B,B,B,W,O,O
0, intermediate, beginner,O,W,O,W,W,R,G,G,B,O,O,W,Y,G,G,G,G,G,B,R,R,W,R,R,R,R,R,W,O,B,W,O,B,O,O,W,Y,Y,Y,O,Y,Y,R,Y,Y,G,B,B,B,B,B,W,G,Y
0, intermediate, beginner,G,W,O,B,W,R,W,G,B,O,O,W,W,G,G,G,G,G,B,R,R,W,R,R,R,R,R,O,W,W,O,O,O,W,B,B,O,Y,Y,Y,Y,Y,G,Y,Y,Y,B,B,O,B,B,R,G,Y
0, intermediate, beginner,O,R,B,W,W,G,G,B,W,W,O,B,W,G,G,G,G,G,W,R,R,O,R,R,O,R,R,O,W,Y,O,O,G,W,B,R,O,Y,Y,Y,Y,Y,G,Y,Y,Y,B,B,O,B,B,B,W,R
0, intermediate, beginner,Y,R,B,O,W,G,B,B,W,O,O,B,W,G,G,G,G,G,W,R,R,O,R,R,O,R,R,W,O,O,B,O,W,R,G,Y,W,Y,Y,W,Y,Y,G,Y,Y,O,B,B,Y,B,B,G,W,R
0, intermediate, beginner,B,O,Y,B,W,R,W,G,B,O,O,W,W,G,G,G,G,G,G,R,R,W,R,R,R,R,R,W,O,O,B,O,O,R,G,B,W,Y,Y,W,Y,Y,G,Y,Y,O,B,B,Y,B,B,Y,W,O
0, intermediate, beginner,O,O,Y,W,W,R,G,G,B,W,O,W,W,G,G,G,G,G,G,R,R,W,R,R,R,R,R,O,O,B,O,O,G,W,B,R,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
0, intermediate, beginner,G,W,O,G,W,O,B,R,Y,R,W,G,W,G,G,G,G,G,W,R,R,W,R,R,O,R,R,O,O,W,O,O,O,W,B,W,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,G,B
0, intermediate, beginner,R,W,O,W,W,O,G,R,Y,O,W,G,Y,G,G,Y,G,G,W,R,R,W,R,R,O,R,R,W,O,W,O,O,B,O,O,W,B,Y,Y,B,Y,Y,R,Y,Y,G,B,B,G,B,B,B,G,B
0, intermediate, beginner,Y,R,G,O,W,W,O,W,R,B,G,B,Y,G,G,Y,G,G,W,R,R,B,R,R,W,R,R,W,O,O,O,O,W,O,O,W,B,Y,Y,B,Y,Y,R,Y,Y,G,B,B,G,B,B,G,W,O
0, intermediate, beginner,B,R,G,B,W,W,R,W,R,G,G,B,G,G,G,G,G,G,W,R,R,B,R,R,W,R,R,W,O,O,W,O,O,O,O,W,Y,Y,Y,O,Y,Y,O,Y,Y,B,B,B,Y,B,B,Y,W,O
0, intermediate, beginner,B,R,G,B,W,W,W,R,R,B,G,G,G,G,G,G,G,G,W,R,R,B,R,R,Y,Y,Y,W,O,O,W,O,O,R,W,R,W,O,O,O,Y,Y,O,Y,Y,B,B,B,Y,B,B,Y,W,O
0, intermediate, beginner,B,R,G,G,W,W,G,R,R,W,G,G,O,G,G,O,G,G,W,R,R,B,R,R,Y,Y,Y,O,O,R,O,O,W,W,W,R,B,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
0, intermediate, beginner,B,R,G,G,W,W,O,O,B,G,G,O,G,G,O,G,G,W,W,R,R,B,R,R,W,W,R,O,O,R,O,O,W,Y,Y,Y,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
0, intermediate, beginner,B,R,O,G,W,O,O,O,W,G,G,G,G,G,Y,G,G,Y,W,B,W,W,R,R,R,R,R,O,O,R,O,O,W,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,W,W,B
0, intermediate, beginner,O,G,B,O,W,R,W,O,O,R,W,W,G,G,Y,G,G,Y,W,B,W,W,R,R,B,R,R,O,O,G,O,O,G,Y,Y,G,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,Y,W,R
0, intermediate, beginner,O,G,G,O,W,W,W,O,R,R,W,B,G,G,R,G,G,O,W,R,R,B,R,R,W,W,B,O,O,G,O,O,G,Y,Y,G,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,O
0, intermediate, beginner,G,W,R,G,W,O,O,O,W,G,G,G,G,G,R,G,G,O,B,R,R,W,R,R,R,W,B,O,O,O,O,O,W,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
0, intermediate, beginner,G,W,R,G,W,O,R,W,B,G,R,O,G,G,G,G,G,G,B,R,R,W,R,R,W,R,R,O,O,O,O,O,W,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
0, intermediate, beginner,R,G,G,W,W,W,B,O,R,W,W,B,G,G,G,G,G,G,W,R,R,B,R,R,W,R,R,O,O,G,O,O,R,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
0, intermediate, beginner,R,G,G,W,W,W,O,O,O,G,G,W,G,G,W,G,G,B,W,R,R,B,R,R,B,O,R,O,O,G,O,O,R,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
0, intermediate, beginner,R,G,W,W,W,W,O,O,B,G,G,W,G,G,Y,G,G,Y,B,B,W,O,R,R,R,R,R,O,O,G,O,O,R,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,W,W,O
0, intermediate, beginner,O,W,R,O,W,G,B,W,W,R,O,B,G,G,Y,G,G,Y,W,B,W,W,R,R,O,R,R,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,Y,R,G
0, intermediate, beginner,O,W,G,O,W,W,B,W,G,R,O,R,G,G,G,G,G,W,W,R,R,B,R,R,W,W,O,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,R,O
0, intermediate, beginner,G,W,G,W,W,W,O,O,B,G,G,W,G,G,G,G,G,W,R,R,R,O,R,R,R,W,O,O,O,O,O,O,R,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
0, checkpoint, beginner,G,W,G,W,W,W,R,W,O,W,G,W,G,G,G,G,G,G,R,R,R,O,R,R,B,R,R,O,O,O,O,O,R,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
0, intermediate, beginner,R,R,R,W,W,W,R,W,O,W,G,W,G,G,G,G,G,G,Y,Y,Y,O,R,R,B,R,R,G,W,G,O,O,R,O,O,B,Y,Y,Y,Y,Y,Y,O,O,O,W,B,B,B,B,B,W,B,B
0, intermediate, beginner,R,W,R,W,W,R,O,W,R,B,O,Y,G,G,G,G,G,G,W,Y,Y,B,R,R,B,R,R,G,W,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,O,O,O,W,B,B,B,B,B,B,R,G
0, intermediate, beginner,G,W,W,W,W,R,O,W,R,B,O,Y,G,G,G,G,G,G,R,W,R,B,R,R,B,R,R,O,O,O,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,W,B,B,G,B,B,R,W,B,B
0, intermediate, beginner,O,W,G,W,W,W,R,R,W,B,B,R,G,G,G,G,G,G,W,W,R,B,R,R,B,R,R,O,O,B,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,W,B,B,G,B,B,R,W,G,O
0, intermediate, beginner,W,W,R,W,W,W,R,R,W,B,B,R,G,G,G,G,G,G,W,Y,Y,B,R,R,B,R,R,O,W,G,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,B,O,O,W,B,B,G,B,B,O,R,G
0, intermediate, beginner,W,R,R,W,W,W,R,W,W,G,R,O,G,G,G,G,G,G,Y,Y,Y,O,R,R,G,R,R,O,W,B,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,B,O,O,W,B,B,G,B,B,R,B,B
0, intermediate, beginner,O,W,B,W,W,W,R,W,W,G,R,O,G,G,G,G,G,G,W,R,R,O,R,R,G,R,R,O,O,B,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,R
0, intermediate, beginner,W,W,R,W,W,W,B,W,O,R,G,W,G,G,G,G,G,G,W,R,R,B,R,R,B,R,R,O,O,G,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,G
0, intermediate, beginner,B,W,R,B,W,W,O,W,O,W,G,W,W,G,G,B,G,G,W,R,R,B,R,R,B,R,R,O,O,O,O,O,O,W,O,G,R,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,R,G
0, intermediate, beginner,O,B,B,W,W,W,O,W,R,B,B,W,W,G,G,B,G,G,Y,R,R,R,R,R,G,R,R,O,O,W,O,O,G,W,O,W,R,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,G,O,O
0, intermediate, beginner,B,B,B,W,W,W,B,W,R,R,B,W,G,G,G,G,G,G,Y,R,R,R,R,R,G,R,R,W,G,W,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,G,Y,Y,O,B,B,W,B,B,O,O,O
0, intermediate, beginner,B,W,B,W,W,B,R,W,B,G,R,Y,G,G,G,G,G,G,O,R,R,O,R,R,O,R,R,W,G,R,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,G,Y,Y,O,B,B,W,B,B,W,O,W
0, intermediate, beginner,O,W,B,W,W,B,W,W,B,B,R,Y,W,G,G,R,G,G,O,R,R,O,R,R,O,R,R,O,O,W,O,O,G,W,B,R,G,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,G,O,W
0, intermediate, beginner,B,W,W,B,W,W,B,W,O,W,O,G,W,G,G,R,G,G,R,R,R,G,R,R,W,R,R,O,O,O,O,O,O,W,B,O,G,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,R,B
0, intermediate, beginner,W,W,W,W,W,W,R,W,O,G,O,G,G,G,G,G,G,G,R,R,R,G,R,R,W,R,R,O,O,O,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,R,B
0, intermediate, beginner,R,W,W,W,W,W,O,W,W,W,G,R,G,G,G,G,G,G,B,R,R,R,R,R,B,R,R,O,O,G,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,O
0, intermediate, beginner,O,O,G,W,W,W,O,W,W,W,G,R,G,G,G,G,G,G,R,W,W,R,R,R,B,R,R,Y,Y,Y,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,R,R,B,B,B,O,B,B,B,B,B,W
0, intermediate, beginner,O,W,O,W,W,O,W,W,G,B,R,R,G,G,G,G,G,G,B,W,W,B,R,R,W,R,R,Y,Y,W,O,O,G,O,O,R,Y,Y,Y,Y,Y,Y,R,R,B,B,B,O,B,B,B,G,O,Y
0, intermediate, beginner,O,W,O,W,W,O,O,O,R,G,G,B,G,G,R,G,G,R,B,W,W,B,R,R,W,W,G,Y,Y,W,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,R,R,B,B,B,O,B,B,B,G,O,Y
0, intermediate, beginner,O,O,R,W,W,O,O,W,O,W,G,Y,G,G,R,G,G,R,B,W,W,G,R,R,G,W,G,Y,Y,Y,O,O,O,Y,Y,G,R,R,W,Y,Y,Y,R,R,B,B,B,O,B,B,B,B,B,W
0, intermediate, beginner,B,W,W,W,W,O,O,W,O,W,G,Y,G,G,R,G,G,R,B,R,R,G,R,R,G,W,G,O,O,R,O,O,O,Y,Y,G,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,O
0, intermediate, beginner,O,W,B,W,W,W,O,O,W,G,G,B,G,G,R,G,G,R,W,R,R,B,R,R,O,W,G,O,O,W,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,R
0, intermediate, beginner,O,W,B,W,W,W,O,W,G,B,R,R,G,G,G,G,G,G,W,R,R,B,R,R,W,R,R,O,O,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,R
0, intermediate, beginner,B,W,G,W,W,W,O,W,O,W,G,W,G,G,G,G,G,G,R,R,R,R,R,R,B,R,R,O,O,R,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
0, intermediate, beginner,O,O,R,W,W,W,O,W,O,W,G,W,G,G,G,G,G,G,B,W,G,R,R,R,B,R,R,Y,Y,Y,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,R,R,R,B,B,W,B,B,B,B,B,W
0, intermediate, beginner,O,W,O,W,W,O,O,W,R,B,R,B,G,G,G,G,G,G,B,W,G,B,R,R,W,R,R,Y,Y,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,R,R,R,B,B,W,B,B,B,G,O,Y
0, intermediate, beginner,O,W,O,W,W,O,O,O,W,G,G,B,G,G,R,G,G,B,B,W,G,B,R,R,O,W,R,Y,Y,W,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,R,R,R,B,B,W,B,B,B,G,O,Y
0, intermediate, beginner,O,O,W,W,W,O,O,W,O,W,G,Y,G,G,R,G,G,B,B,W,G,G,R,R,G,W,R,Y,Y,Y,O,O,O,Y,Y,G,R,R,W,Y,Y,Y,R,R,R,B,B,W,B,B,B,B,B,O
0, intermediate, beginner,B,W,G,W,W,O,O,W,O,W,G,Y,G,G,R,G,G,B,R,R,R,G,R,R,G,W,R,O,O,W,O,O,O,Y,Y,G,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,W
0, intermediate, beginner,O,W,B,W,W,W,O,O,G,G,G,R,G,G,R,G,G,B,O,R,R,B,R,R,W,W,R,O,O,W,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,W
0, intermediate, beginner,O,W,B,W,W,W,W,W,R,R,R,B,G,G,G,G,G,G,O,R,R,B,R,R,W,R,R,O,O,W,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,W
0, intermediate, beginner,B,W,R,W,W,W,O,W,W,W,G,G,G,G,G,G,G,G,B,R,R,R,R,R,R,R,R,O,O,W,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,W
0, intermediate, beginner,B,W,R,W,W,W,R,R,R,G,G,G,G,G,G,W,G,G,B,R,R,R,R,R,Y,Y,Y,O,O,W,O,O,O,O,W,W,G,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,W
0, intermediate, beginner,B,W,R,W,W,W,R,R,R,G,G,G,G,G,G,Y,R,R,B,R,B,R,R,B,Y,Y,B,W,O,W,G,O,O,G,W,W,O,Y,Y,O,Y,Y,G,Y,Y,O,O,O,B,B,B,O,B,W
0, intermediate, beginner,B,W,R,W,W,W,G,W,W,Y,G,G,R,G,G,R,G,G,B,R,B,R,R,B,R,R,R,W,O,W,G,O,O,Y,Y,O,B,Y,Y,O,Y,Y,G,Y,Y,O,O,O,B,B,B,O,B,W
0, intermediate, beginner,B,W,R,W,W,W,G,W,W,Y,G,G,R,G,G,W,G,Y,B,R,G,R,R,G,R,R,R,O,O,W,O,O,O,O,Y,O,G,O,B,Y,Y,Y,Y,Y,Y,B,B,R,B,B,B,O,B,W
0, intermediate, beginner,B,W,R,W,W,W,R,R,R,G,G,Y,G,G,G,Y,R,W,B,R,G,R,R,G,B,O,G,O,O,W,O,O,O,G,W,W,O,Y,O,Y,Y,Y,Y,Y,Y,B,B,R,B,B,B,O,B,W
0, intermediate, beginner,B,W,R,W,W,W,R,R,R,G,G,Y,G,G,G,G,G,G,B,R,B,R,R,B,B,O,R,Y,O,W,R,O,O,W,W,W,O,Y,Y,Y,Y,Y,O,Y,Y,G,O,O,B,B,B,O,B,W
0, intermediate, beginner,B,W,R,W,W,W,W,W,W,G,G,G,G,G,G,G,G,Y,B,R,B,R,R,B,R,R,R,Y,O,W,R,O,O,Y,Y,O,R,O,B,Y,Y,Y,O,Y,Y,G,O,O,B,B,B,O,B,W
0, intermediate, beginner,B,W,R,W,W,W,W,W,W,G,G,G,G,G,G,Y,R,Y,B,R,Y,R,R,G,R,R,G,O,O,W,O,O,O,G,Y,O,O,Y,R,Y,Y,O,Y,Y,B,B,B,R,B,B,B,O,B,W
0, intermediate, beginner,R,W,W,W,W,W,B,W,W,W,O,O,G,G,G,Y,R,Y,G,R,Y,G,R,G,G,R,G,O,O,W,O,O,B,G,Y,O,O,Y,R,Y,Y,O,Y,Y,B,B,B,R,B,B,B,B,R,R
0, intermediate, beginner,R,W,W,W,W,W,G,R,G,O,G,Y,O,G,R,W,G,Y,G,R,Y,G,R,G,R,Y,O,O,O,W,O,O,B,B,W,W,O,Y,G,Y,Y,O,Y,Y,B,B,B,R,B,B,B,B,R,R
0, intermediate, beginner,R,W,W,W,W,W,G,R,G,O,G,Y,O,G,R,O,G,Y,G,R,B,G,R,B,R,Y,R,W,O,W,G,O,B,Y,W,W,G,O,B,Y,Y,Y,O,Y,Y,B,O,O,B,B,B,B,R,R
0, intermediate, beginner,R,W,W,W,W,W,Y,W,W,O,O,O,G,G,G,Y,R,Y,G,R,B,G,R,B,G,R,G,W,O,W,G,O,B,B,O,G,R,Y,R,Y,Y,Y,O,Y,Y,B,O,O,B,B,B,B,R,R
0, intermediate, beginner,R,W,W,W,W,W,Y,W,W,O,O,O,G,G,G,W,G,B,G,R,Y,G,R,R,G,R,Y,O,O,W,O,O,B,B,O,G,O,Y,R,Y,Y,Y,Y,Y,R,B,B,G,B,B,B,B,R,R
0, intermediate, beginner,R,W,W,W,W,W,G,R,Y,O,G,B,O,G,G,O,G,W,G,R,Y,G,R,R,R,Y,O,O,O,W,O,O,B,Y,W,W,G,O,B,Y,Y,Y,Y,Y,R,B,B,G,B,B,B,B,R,R
