line,cp,algo,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
3, intermediate, fridrich,W,W,B,W,W,B,G,G,G,R,R,W,G,G,W,G,G,R,R,R,W,R,R,G,O,O,G,O,O,B,O,O,B,O,O,Y,Y,Y,W,Y,Y,W,Y,Y,B,B,B,O,B,B,Y,R,R,Y
3, intermediate, fridrich,W,W,W,W,W,W,G,G,B,R,R,O,G,G,Y,G,G,Y,G,O,O,G,R,R,W,R,R,O,O,B,O,O,B,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,G,B,B,W,B,B,W,R,R,R
3, intermediate, fridrich,W,W,B,W,W,G,W,W,G,B,B,Y,G,G,Y,G,G,Y,O,O,O,R,R,R,R,R,R,O,O,R,O,O,R,O,O,R,Y,Y,B,Y,Y,B,Y,Y,G,B,B,W,B,B,W,G,G,W
3, intermediate, fridrich,W,W,W,W,W,W,W,W,W,B,B,B,G,G,G,G,G,G,O,R,R,O,R,R,O,R,R,O,O,R,O,O,R,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,G,G
3, end, fridrich,W,W,W,W,W,W,W,W,W,G,G,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,R,O,O,O,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,B
4, start, beginner,R,W,Y,W,W,G,G,O,Y,R,G,G,O,G,Y,O,B,W,B,O,W,Y,R,B,O,B,O,R,R,W,R,O,G,B,Y,Y,Y,W,B,G,Y,O,G,Y,O,W,R,G,B,B,W,B,R,R
4, intermediate, beginner,R,W,G,W,W,Y,G,O,W,R,G,B,O,G,O,O,B,O,O,Y,B,B,R,O,O,B,W,R,R,W,R,O,G,B,Y,Y,Y,W,G,G,Y,W,G,Y,R,W,R,Y,B,B,G,B,R,Y
4, intermediate, beginner,G,W,R,O,W,W,W,Y,G,O,B,O,O,G,O,O,B,O,B,Y,B,R,R,O,Y,B,W,R,R,R,R,O,G,B,Y,B,Y,W,G,G,Y,W,G,Y,R,W,R,Y,B,B,G,Y,G,W
4, intermediate, beginner,G,W,Y,O,W,G,W,Y,W,O,B,R,O,G,W,O,B,G,B,O,W,Y,R,B,B,R,Y,R,R,R,R,O,G,B,Y,B,Y,W,O,G,Y,O,G,Y,O,W,R,G,B,B,W,Y,G,R
4, intermediate, beginner,G,W,Y,O,W,G,O,W,Y,G,B,O,W,G,O,R,B,O,B,O,W,Y,R,B,B,Y,B,R,R,R,R,O,G,B,R,Y,W,Y,W,G,Y,O,G,Y,O,W,R,G,B,B,W,Y,G,R
4, intermediate, beginner,G,W,Y,O,W,G,O,W,Y,G,B,O,W,G,O,B,B,W,B,O,W,Y,R,R,B,Y,G,R,R,R,B,O,G,O,R,Y,W,O,O,Y,Y,Y,W,G,G,B,R,R,B,B,W,Y,G,R
4, intermediate, beginner,G,W,Y,O,W,G,O,R,Y,B,W,G,B,G,B,W,O,O,B,O,W,Y,R,R,O,W,Y,R,R,R,B,O,G,O,O,W,G,Y,B,Y,Y,Y,W,G,G,B,R,R,B,B,W,Y,G,R
4, intermediate, beginner,G,W,Y,O,W,G,O,R,Y,B,W,G,B,G,B,R,R,B,B,O,O,Y,R,B,O,W,R,Y,R,R,R,O,G,W,O,W,G,G,W,Y,Y,Y,B,Y,G,O,O,W,B,B,W,Y,G,R
4, intermediate, beginner,O,O,G,R,W,W,Y,G,Y,O,Y,B,B,G,B,R,R,B,Y,O,O,G,R,B,R,W,R,Y,R,B,R,O,W,W,O,G,G,G,W,Y,Y,Y,B,Y,G,O,O,W,B,B,W,W,G,R
4, intermediate, beginner,O,O,G,R,W,W,W,O,G,R,B,O,R,G,Y,B,B,B,Y,O,O,G,R,B,Y,G,Y,Y,R,B,R,O,W,W,G,G,R,W,R,Y,Y,Y,B,Y,G,O,O,W,B,B,W,W,G,R
4, intermediate, beginner,O,O,O,R,W,Y,W,O,B,R,B,R,R,G,Y,B,B,G,Y,G,Y,G,R,O,Y,B,O,Y,R,B,R,O,W,W,G,G,R,W,W,Y,Y,W,B,Y,R,O,O,G,B,B,W,W,G,G
4, intermediate, beginner,W,R,O,O,W,O,B,Y,O,Y,G,Y,R,G,Y,B,B,G,W,G,Y,G,R,O,G,B,O,Y,R,R,R,O,B,W,G,R,R,W,W,Y,Y,W,B,Y,R,O,O,G,B,B,W,G,W,B
4, intermediate, beginner,W,R,G,O,W,W,B,Y,B,Y,G,O,R,G,O,B,B,O,Y,O,O,G,R,B,W,G,G,Y,R,R,R,O,B,W,G,R,R,W,Y,Y,Y,Y,B,Y,G,O,O,W,B,B,W,G,W,R
4, intermediate, beginner,W,R,G,O,W,W,Y,W,R,O,B,B,O,G,R,O,G,Y,Y,O,O,G,R,B,W,G,R,Y,R,R,R,O,B,W,G,G,B,Y,B,Y,Y,Y,B,Y,G,O,O,W,B,B,W,G,W,R
4, intermediate, beginner,W,R,G,O,W,W,Y,W,R,O,B,B,O,G,R,Y,R,W,Y,O,Y,G,R,G,W,G,O,W,R,R,O,O,B,O,G,G,B,Y,B,Y,Y,Y,G,Y,B,O,B,R,B,B,W,G,W,R
4, intermediate, beginner,W,R,G,O,W,W,B,Y,B,W,R,Y,R,G,O,B,B,O,Y,O,Y,G,R,G,O,G,G,W,R,R,O,O,B,W,G,O,R,W,Y,Y,Y,Y,G,Y,B,O,B,R,B,B,W,G,W,R
4, intermediate, beginner,G,W,B,R,W,Y,W,O,B,R,B,O,R,G,O,B,B,O,Y,O,Y,R,R,G,W,G,G,W,R,R,O,O,W,W,G,G,R,W,Y,Y,Y,Y,G,Y,B,O,B,R,B,B,W,Y,G,O
4, intermediate, beginner,G,W,Y,R,W,Y,W,O,B,R,B,R,R,G,W,B,B,O,G,G,W,G,R,R,Y,O,Y,W,R,R,O,O,W,W,G,G,R,W,B,Y,Y,Y,G,Y,B,O,B,O,B,B,O,Y,G,O
4, intermediate, beginner,W,R,G,O,W,W,B,Y,Y,Y,G,G,R,G,W,B,B,O,Y,G,W,G,R,R,O,O,Y,W,R,R,O,O,B,W,G,R,R,W,B,Y,Y,Y,G,Y,B,O,B,O,B,B,O,G,W,R
4, checkpoint, beginner,W,R,G,O,W,W,B,W,R,O,B,B,W,G,R,G,G,Y,Y,G,W,G,R,R,W,G,R,W,R,R,O,O,B,O,O,Y,Y,Y,B,Y,Y,Y,G,Y,B,O,B,O,B,B,O,G,W,R
4, intermediate, beginner,G,W,R,R,W,W,W,O,B,R,B,Y,W,G,R,G,G,Y,B,G,W,B,R,R,O,G,R,W,R,R,O,O,W,O,O,G,Y,Y,B,Y,Y,Y,G,Y,B,O,B,O,B,B,O,Y,G,W
4, intermediate, beginner,G,W,Y,R,W,R,W,O,Y,R,B,B,W,G,Y,G,G,B,O,B,B,G,R,G,R,R,W,W,R,R,O,O,W,O,O,G,Y,Y,O,Y,Y,O,G,Y,W,O,B,R,B,B,W,Y,G,B
4, intermediate, beginner,Y,R,Y,W,W,O,G,R,W,R,W,G,W,G,Y,G,G,B,B,B,B,B,R,G,R,R,W,W,R,B,O,O,G,O,O,Y,Y,Y,O,Y,Y,O,G,Y,W,O,B,R,B,B,W,O,G,R
4, intermediate, beginner,Y,R,R,W,W,W,G,R,R,R,W,Y,W,G,O,G,G,W,B,G,W,B,R,R,B,B,R,W,R,B,O,O,G,O,O,Y,Y,Y,G,Y,Y,Y,G,Y,B,O,B,O,B,B,O,O,G,W
4, intermediate, beginner,R,W,R,R,W,R,Y,W,G,B,G,Y,W,G,O,G,G,W,Y,G,W,W,R,R,R,B,R,W,R,W,O,O,G,O,O,O,Y,Y,G,Y,Y,Y,G,Y,B,O,B,O,B,B,O,B,B,B
4, intermediate, beginner,R,W,R,R,W,R,R,B,R,Y,O,W,G,G,G,B,W,G,Y,G,W,W,R,R,G,Y,Y,W,R,W,O,O,G,Y,W,G,O,O,O,Y,Y,Y,G,Y,B,O,B,O,B,B,O,B,B,B
4, intermediate, beginner,R,R,R,W,W,B,R,R,R,W,G,G,G,G,G,B,W,G,W,G,W,O,R,R,Y,Y,Y,W,R,B,O,O,B,Y,W,B,O,O,O,Y,Y,Y,G,Y,B,O,B,O,B,B,O,Y,W,G
4, intermediate, beginner,R,R,R,W,W,B,Y,W,B,B,G,W,W,G,G,G,G,G,W,G,W,O,R,R,R,R,R,W,R,B,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,G,Y,B,O,B,O,B,B,O,Y,W,G
4, intermediate, beginner,Y,W,R,W,W,R,B,B,R,R,O,W,W,G,G,G,G,G,Y,G,W,W,R,R,G,R,R,W,R,B,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,G,Y,B,O,B,O,B,B,O,O,B,B
4, intermediate, beginner,W,R,B,W,W,R,B,B,R,R,O,W,W,G,G,G,G,G,Y,W,R,W,R,R,G,R,R,B,Y,G,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,W,G,Y,O,O,B,B,B,B,O,B,O
4, intermediate, beginner,B,R,R,R,W,B,W,W,B,G,G,W,W,G,G,G,G,G,W,W,R,O,R,R,R,R,R,B,Y,O,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,W,G,Y,O,O,B,B,B,B,Y,W,G
4, intermediate, beginner,W,W,R,R,W,B,W,W,B,G,G,W,W,G,G,G,G,G,Y,G,W,O,R,R,R,R,R,B,R,R,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,O,Y,B,Y,B,O,W,B,O,G,B,B
4, intermediate, beginner,W,W,Y,R,W,Y,W,W,B,G,G,O,W,G,O,G,G,B,R,R,R,R,R,O,W,G,Y,B,R,R,O,O,B,O,O,O,Y,Y,R,Y,Y,B,O,Y,B,Y,B,W,W,B,G,G,B,G
4, intermediate, beginner,W,W,Y,R,W,Y,W,G,Y,O,O,B,G,G,G,G,W,G,R,R,R,R,R,O,R,Y,Y,B,R,R,O,O,B,W,W,B,O,O,O,Y,Y,B,O,Y,B,Y,B,W,W,B,G,G,B,G
4, intermediate, beginner,Y,Y,Y,W,W,G,W,R,W,R,B,B,G,G,G,G,W,G,B,R,R,O,R,O,O,Y,Y,B,R,G,O,O,B,W,W,G,O,O,O,Y,Y,B,O,Y,B,Y,B,W,W,B,G,R,R,R
4, intermediate, beginner,Y,Y,Y,W,W,G,W,W,G,G,G,R,W,G,B,G,G,B,B,R,R,O,R,O,W,R,W,B,R,G,O,O,B,O,O,O,Y,Y,O,Y,Y,B,O,Y,B,Y,B,W,W,B,G,R,R,R
4, intermediate, beginner,W,W,Y,W,W,Y,G,G,Y,W,O,B,W,G,B,G,G,B,R,R,R,R,R,O,R,R,W,B,R,G,O,O,G,O,O,R,Y,Y,O,Y,Y,B,O,Y,B,Y,B,W,W,B,G,O,B,G
4, intermediate, beginner,W,W,O,W,W,B,G,G,B,W,O,W,W,G,G,G,G,G,W,R,R,O,R,R,R,R,R,B,R,G,O,O,G,O,O,R,Y,Y,Y,Y,Y,Y,O,Y,Y,Y,B,B,W,B,B,O,B,B
4, intermediate, beginner,B,G,G,B,W,W,O,W,W,B,B,O,W,G,G,G,G,G,R,R,R,G,R,R,G,R,R,B,R,R,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,O,Y,Y,Y,B,B,W,B,B,W,O,W
4, intermediate, beginner,Y,G,G,W,W,W,W,W,W,B,B,O,B,G,G,O,G,G,R,R,R,G,R,R,G,R,R,O,O,B,O,O,R,W,O,R,B,Y,Y,W,Y,Y,G,Y,Y,Y,B,B,Y,B,B,O,O,W
4, intermediate, beginner,G,W,W,G,W,W,Y,W,W,B,R,R,B,G,G,O,G,G,O,R,R,B,R,R,B,R,R,O,O,W,O,O,O,W,O,O,B,Y,Y,W,Y,Y,G,Y,Y,Y,B,B,Y,B,B,R,G,G
4, intermediate, beginner,B,W,W,B,W,W,O,W,W,B,R,R,W,G,G,G,G,G,O,R,R,B,R,R,B,R,R,W,O,O,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,R,Y,Y,G,B,B,G,B,B,Y,G,G
4, intermediate, beginner,O,B,B,W,W,W,W,W,W,B,B,O,W,G,G,G,G,G,Y,R,R,G,R,R,G,R,R,W,O,B,O,O,R,O,O,R,Y,Y,Y,Y,Y,Y,R,Y,Y,G,B,B,G,B,B,W,O,O
4, intermediate, beginner,G,B,B,G,W,W,W,W,W,O,B,O,W,G,G,W,G,G,Y,R,R,G,R,R,G,R,R,O,O,W,O,O,O,R,R,B,B,Y,Y,W,Y,Y,G,Y,Y,Y,B,B,Y,B,B,R,O,O
4, intermediate, beginner,B,W,W,B,W,W,G,G,W,W,O,B,W,G,G,W,G,G,O,R,R,B,R,R,O,R,R,O,O,O,O,O,O,R,R,R,B,Y,Y,W,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,G,G
4, intermediate, beginner,W,W,W,W,W,W,W,G,W,B,O,B,W,G,G,G,G,G,O,R,R,B,R,R,O,R,R,O,O,R,O,O,R,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,G,G
4, intermediate, beginner,W,G,W,W,W,W,W,W,W,G,G,G,W,G,G,G,G,G,R,R,R,R,R,R,R,R,R,O,O,O,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,O,B
4, intermediate, beginner,W,G,W,W,W,W,O,O,O,G,W,G,G,G,G,G,G,G,R,R,R,R,R,R,W,W,W,O,O,O,O,O,B,Y,Y,Y,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,O,B
4, intermediate, beginner,W,W,O,G,W,O,W,W,O,O,B,Y,G,G,G,G,G,G,G,R,R,W,R,R,G,W,W,O,O,B,O,O,O,Y,Y,B,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,W
4, intermediate, beginner,W,W,O,G,W,O,G,W,W,Y,G,G,B,G,G,O,G,G,G,R,R,W,R,R,R,R,R,O,O,B,O,O,O,W,W,O,B,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,W
4, intermediate, beginner,B,W,O,B,W,O,R,W,W,W,G,G,G,G,G,G,G,G,G,R,R,W,R,R,R,R,R,W,O,O,W,O,O,O,O,B,Y,Y,Y,B,Y,Y,O,Y,Y,B,B,B,Y,B,B,Y,R,W
4, intermediate, beginner,B,W,O,B,W,O,R,R,R,G,G,G,G,G,G,W,G,G,G,R,R,W,R,R,Y,Y,Y,W,O,O,W,O,O,R,W,W,B,O,O,B,Y,Y,O,Y,Y,B,B,B,Y,B,B,Y,R,W
4, intermediate, beginner,G,W,O,G,W,O,W,R,R,B,G,G,B,G,G,O,G,G,G,R,R,W,R,R,Y,Y,Y,O,O,W,O,O,W,W,W,R,B,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,W
4, checkpoint, beginner,G,W,O,G,W,O,W,W,R,O,B,B,G,G,G,G,G,G,G,R,R,W,R,R,W,R,R,O,O,W,O,O,W,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,W
4, intermediate, beginner,W,G,G,W,W,W,R,O,O,W,W,G,G,G,G,G,G,G,R,R,R,R,R,R,W,R,R,O,O,O,O,O,B,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,W,W
4, intermediate, beginner,W,G,G,W,W,W,O,O,B,G,G,W,G,G,W,G,G,G,R,R,R,R,R,R,R,O,O,O,O,O,O,O,B,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,W,W
4, intermediate, beginner,W,G,W,W,W,W,O,O,G,G,G,W,G,G,Y,G,G,Y,R,R,R,O,R,R,O,R,R,O,O,O,O,O,B,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,W,B,B,G,B,B,W,B,W,B
4, intermediate, beginner,O,W,W,O,W,G,G,W,W,O,O,R,G,G,Y,G,G,Y,B,R,R,W,R,R,B,R,R,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,B,Y,Y,W,B,B,G,B,B,W,Y,B,O
4, intermediate, beginner,O,W,G,O,W,W,G,W,O,O,O,W,G,G,G,G,G,W,R,R,R,R,R,R,B,W,B,O,O,G,O,O,G,Y,Y,W,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,B,W
4, intermediate, beginner,G,W,O,W,W,W,O,O,G,G,G,W,G,G,G,G,G,W,W,R,R,O,R,R,O,W,B,O,O,W,O,O,B,Y,Y,Y,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,B
4, checkpoint, beginner,G,W,O,W,W,W,O,W,B,W,G,W,G,G,G,G,G,G,W,R,R,O,R,R,R,R,R,O,O,W,O,O,B,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,B
4, intermediate, beginner,O,W,G,W,W,W,B,W,O,R,O,W,G,G,G,G,G,G,R,R,R,R,R,R,B,R,R,O,O,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,W
4, intermediate, beginner,O,W,W,W,W,G,B,W,G,R,O,Y,G,G,Y,G,G,Y,B,R,R,R,R,R,R,R,R,O,O,W,O,O,G,O,O,W,Y,Y,B,Y,Y,B,Y,Y,W,B,B,G,B,B,W,G,B,O
4, intermediate, beginner,B,W,O,W,W,W,G,G,W,R,R,B,G,G,Y,G,G,Y,G,R,R,B,R,R,O,R,R,O,O,R,O,O,O,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,W,B,B,G,B,B,W,W,G,W
4, intermediate, beginner,B,W,G,W,W,W,G,G,W,R,R,O,G,G,W,G,G,W,R,R,R,R,R,R,G,B,O,O,O,R,O,O,O,O,O,Y,Y,Y,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,W
4, intermediate, beginner,G,W,B,G,W,W,W,W,G,G,R,R,G,G,W,G,G,W,W,R,R,G,R,R,W,B,O,O,O,R,O,O,R,O,O,O,Y,Y,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,O,R
4, intermediate, beginner,G,W,R,G,W,W,W,W,W,G,R,B,G,G,Y,G,G,Y,W,G,W,B,R,R,O,R,R,O,O,R,O,O,R,O,O,O,Y,Y,B,Y,Y,B,Y,Y,R,B,B,B,B,B,W,Y,O,G
4, intermediate, beginner,W,W,W,W,W,G,R,W,G,G,O,Y,G,G,Y,G,G,Y,O,G,W,R,R,R,R,R,R,O,O,O,O,O,B,O,O,W,Y,Y,B,Y,Y,B,Y,Y,R,B,B,B,B,B,W,B,R,G
4, intermediate, beginner,W,W,B,W,W,W,R,W,G,G,O,W,G,G,G,G,G,G,W,R,R,G,R,R,O,R,R,O,O,O,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,R,R
4, checkpoint, beginner,R,W,W,W,W,W,G,W,B,O,G,W,G,G,G,G,G,G,B,R,R,R,R,R,R,R,R,O,O,G,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,O
4, intermediate, beginner,O,O,G,W,W,W,G,W,B,O,G,W,G,G,G,G,G,G,R,W,W,R,R,R,R,R,R,Y,Y,Y,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,R,R,B,B,B,O,B,B,B,B,B,W
4, intermediate, beginner,G,W,O,W,W,O,B,W,G,R,R,R,G,G,G,G,G,G,B,W,W,B,R,R,W,R,R,Y,Y,O,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,R,R,B,B,B,O,B,B,B,W,O,Y
4, intermediate, beginner,G,W,O,W,W,O,O,O,W,G,G,R,G,G,R,G,G,R,B,W,W,B,R,R,B,W,G,Y,Y,O,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,R,R,B,B,B,O,B,B,B,W,O,Y
4, intermediate, beginner,O,O,W,W,W,O,G,W,O,O,G,Y,G,G,R,G,G,R,R,W,W,G,R,R,G,W,G,Y,Y,Y,O,O,O,Y,Y,W,R,R,W,Y,Y,Y,R,R,B,B,B,O,B,B,B,B,B,B
4, intermediate, beginner,R,W,W,W,W,O,G,W,O,O,G,Y,G,G,R,G,G,R,B,R,R,G,R,R,G,W,G,O,O,W,O,O,O,Y,Y,W,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,O
4, intermediate, beginner,G,W,R,W,W,W,O,O,W,G,G,B,G,G,R,G,G,R,B,R,R,B,R,R,O,W,G,O,O,O,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
4, intermediate, beginner,G,W,R,W,W,W,O,W,G,B,R,R,G,G,G,G,G,G,B,R,R,B,R,R,W,R,R,O,O,O,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
4, intermediate, beginner,R,W,G,W,W,W,G,W,O,O,G,W,G,G,G,G,G,G,R,R,R,R,R,R,B,R,R,O,O,W,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,W
4, intermediate, beginner,O,O,W,W,W,W,G,W,O,O,G,W,G,G,G,G,G,G,R,W,G,R,R,R,B,R,R,Y,Y,Y,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,R,R,R,B,B,W,B,B,B,B,B,B
4, intermediate, beginner,G,W,O,W,W,O,O,W,W,B,R,R,G,G,G,G,G,G,B,W,G,B,R,R,B,R,R,Y,Y,O,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,R,R,R,B,B,W,B,B,B,W,O,Y
4, intermediate, beginner,G,W,O,W,W,O,O,O,W,G,G,B,G,G,R,G,G,R,B,W,G,B,R,R,O,W,W,Y,Y,O,O,O,G,Y,Y,Y,R,R,B,Y,Y,Y,R,R,R,B,B,W,B,B,B,W,O,Y
4, intermediate, beginner,O,O,W,W,W,O,G,W,O,O,G,Y,G,G,R,G,G,R,B,W,G,G,R,R,G,W,W,Y,Y,Y,O,O,O,Y,Y,W,R,R,B,Y,Y,Y,R,R,R,B,B,W,B,B,B,B,B,O
4, intermediate, beginner,B,W,G,W,W,O,G,W,O,O,G,Y,G,G,R,G,G,R,R,R,R,G,R,R,G,W,W,O,O,W,O,O,O,Y,Y,W,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,W
4, intermediate, beginner,G,W,B,W,W,W,O,O,G,G,G,R,G,G,R,G,G,R,O,R,R,B,R,R,W,W,W,O,O,O,O,O,G,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
4, intermediate, beginner,G,W,B,W,W,W,W,W,W,R,R,R,G,G,G,G,G,G,O,R,R,B,R,R,B,R,R,O,O,O,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
4, intermediate, beginner,B,W,W,W,W,W,G,W,W,O,G,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,R,O,O,W,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,R,R,R,G,G,G,G,G,G,O,G,G,R,R,R,R,R,R,Y,Y,Y,O,O,W,O,O,O,G,W,W,W,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,R,R,R,G,G,G,G,G,G,Y,R,R,R,R,B,R,R,B,Y,Y,B,O,O,W,G,O,O,G,W,W,O,Y,Y,O,Y,Y,W,Y,Y,G,O,O,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,G,W,W,Y,G,G,R,G,G,R,G,G,R,R,B,R,R,B,R,R,R,O,O,W,G,O,O,Y,Y,O,B,Y,Y,O,Y,Y,W,Y,Y,G,O,O,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,G,W,W,Y,G,G,R,G,G,O,G,Y,R,R,G,R,R,G,R,R,R,O,O,W,O,O,O,G,Y,O,W,O,B,Y,Y,Y,Y,Y,Y,B,B,R,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,R,R,R,G,G,Y,G,G,G,Y,R,O,R,R,G,R,R,G,B,O,W,O,O,W,O,O,O,G,W,W,O,Y,G,Y,Y,Y,Y,Y,Y,B,B,R,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,R,R,R,G,G,Y,G,G,G,W,G,G,R,R,B,R,R,B,B,O,R,Y,O,W,R,O,O,O,W,W,G,Y,Y,Y,Y,Y,O,Y,Y,G,O,O,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,O,W,W,W,G,G,G,G,G,G,G,Y,R,R,B,R,R,B,R,R,R,Y,O,W,R,O,O,Y,Y,G,R,O,B,Y,Y,Y,O,Y,Y,G,O,O,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,O,W,W,W,G,G,G,G,G,Y,R,Y,R,R,Y,R,R,G,R,R,G,O,O,W,O,O,O,G,Y,G,O,Y,R,Y,Y,O,Y,Y,B,B,B,R,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,R,R,G,G,G,Y,G,G,R,W,G,Y,R,R,Y,R,R,G,R,Y,O,O,O,W,O,O,O,O,W,W,G,Y,G,Y,Y,O,Y,Y,B,B,B,R,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,R,R,G,G,G,Y,G,G,R,O,G,Y,R,R,B,R,R,B,R,Y,R,W,O,W,G,O,O,Y,W,W,G,O,B,Y,Y,Y,G,Y,Y,O,O,O,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,Y,W,W,O,G,G,G,G,G,Y,R,Y,R,R,B,R,R,B,R,R,G,W,O,W,G,O,O,B,O,G,R,Y,R,Y,Y,Y,G,Y,Y,O,O,O,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,Y,W,W,O,G,G,G,G,G,W,G,B,R,R,Y,R,R,R,R,R,Y,O,O,W,O,O,O,O,O,G,G,Y,R,Y,Y,Y,Y,Y,R,B,B,G,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,R,R,Y,G,G,B,G,G,G,O,G,W,R,R,Y,R,R,R,R,Y,G,O,O,W,O,O,O,Y,W,W,G,O,O,Y,Y,Y,Y,Y,R,B,B,G,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,R,R,Y,G,G,B,G,G,G,G,R,Y,R,R,B,R,R,B,R,Y,G,O,O,W,G,O,O,W,W,W,O,Y,R,O,Y,Y,G,Y,Y,Y,O,O,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,W,W,W,G,G,G,R,G,G,Y,G,B,R,R,B,R,R,B,R,R,Y,O,O,W,G,O,O,R,Y,O,G,Y,R,O,Y,Y,G,Y,Y,Y,O,O,B,B,B,O,B,B
4, intermediate, beginner,B,W,W,W,W,W,W,W,W,G,G,G,R,G,G,O,G,R,R,R,B,R,R,G,R,R,Y,O,O,W,O,O,O,Y,Y,O,G,O,G,Y,Y,Y,Y,Y,R,B,B,Y,B,B,B,O,B,B
4, intermediate, beginner,W,W,W,W,W,W,B,W,W,W,O,O,R,G,G,O,G,R,G,R,B,G,R,G,G,R,Y,O,O,B,O,O,B,Y,Y,O,G,O,G,Y,Y,Y,Y,Y,R,B,B,Y,B,B,B,R,R,R
