index1,line,cp,algo,x,y
0,L0, start, beginner,-49.11252,35.416534
1,L0, intermediate, beginner,-48.902344,35.7977
2,L0, intermediate, beginner,-48.297485,36.873234
3,L0, intermediate, beginner,-48.383533,37.344147
4,L0, intermediate, beginner,-47.95605,38.030025
5,L0, intermediate, beginner,-47.171543,37.944786
6,L0, intermediate, beginner,-45.817726,38.40397
7,L0, intermediate, beginner,-44.88396,38.691925
8,L0, intermediate, beginner,-43.93332,38.918488
9,L0, intermediate, beginner,-42.548744,39.10243
10,L0, intermediate, beginner,-41.920376,39.156967
11,L0, intermediate, beginner,-40.074566,39.597645
12,L0, intermediate, beginner,-39.706474,39.733154
13,L0, intermediate, beginner,-39.06061,38.913597
14,L0, intermediate, beginner,-39.319412,38.68028
15,L0, intermediate, beginner,-4.69945,22.539843
16,L0, checkpoint, beginner,-4.31995,22.126234
17,L0, intermediate, beginner,-4.098669,19.440863
18,L0, intermediate, beginner,-3.7518325,18.6565
19,L0, intermediate, beginner,-2.053112,18.789839
20,L0, intermediate, beginner,-1.9717412,18.857307
21,L0, intermediate, beginner,-3.994522,19.116676
22,L0, intermediate, beginner,-4.2493267,19.959217
23,L0, intermediate, beginner,-3.4933243,21.63175
24,L0, intermediate, beginner,-1.2604525,21.940172
25,L0, intermediate, beginner,-0.91823417,22.026556
26,L0, intermediate, beginner,0.6849159,20.89404
27,L0, intermediate, beginner,0.92356277,20.31408
28,L0, intermediate, beginner,3.191467,17.963621
29,L0, intermediate, beginner,3.632357,17.988426
30,L0, intermediate, beginner,1.8136845,19.56492
31,L0, intermediate, beginner,1.4017651,18.595518
32,L0, intermediate, beginner,2.853797,17.69805
33,L0, intermediate, beginner,0.9786178,16.245989
34,L0, intermediate, beginner,0.72602016,16.919441
35,L0, intermediate, beginner,1.1482667,17.949038
36,L0, intermediate, beginner,23.473782,-29.495657
37,L0, intermediate, beginner,29.844154,-22.23397
38,L0, intermediate, beginner,34.36742,11.787304
39,L0, intermediate, beginner,31.510466,10.54405
40,L0, intermediate, beginner,39.920795,9.063888
41,L0, intermediate, beginner,41.888832,9.410557
42,L0, intermediate, beginner,21.681072,-3.8498936
43,L0, intermediate, beginner,36.076263,2.6364665
44,L0, intermediate, beginner,45.54041,-22.528847
45,L0, intermediate, beginner,45.479713,-19.872583
46,L0, intermediate, beginner,46.126877,12.663783
47,L0, intermediate, beginner,47.315083,12.910281
48,L0, intermediate, beginner,57.881264,10.934794
49,L0, intermediate, beginner,-1.9975976,74.168495
50,L0, intermediate, beginner,-44.98865,72.45814
51,L0, intermediate, beginner,-57.202713,57.889515
52,L0, intermediate, beginner,-0.31994396,98.23717
53,L0, intermediate, beginner,-1.1652211,79.612366
54,L0, intermediate, beginner,22.733576,-11.358806
55,L0, intermediate, beginner,12.870189,-14.617445
56,L0, intermediate, beginner,-10.908157,78.83116
57,L0, intermediate, beginner,-45.149776,69.42696
58,L0, intermediate, beginner,-56.44142,55.11771
59,L0, intermediate, beginner,3.9492257,97.16977
60,L0, intermediate, beginner,-3.676,79.63363
61,L0, checkpoint, beginner,23.235813,-27.227766
62,L0, intermediate, beginner,71.029465,-3.8670204
63,L0, intermediate, beginner,73.53862,-4.86638
64,L0, intermediate, beginner,15.266582,-10.534665
65,L0, intermediate, beginner,12.474823,-9.85331
66,L0, intermediate, beginner,73.45516,-7.0947227
67,L0, intermediate, beginner,70.007454,-5.2811227
68,L0, intermediate, beginner,24.556267,-20.843435
69,L0, intermediate, beginner,21.765789,-29.467905
70,L0, intermediate, beginner,48.61583,5.0254226
71,L0, intermediate, beginner,47.04125,-1.9635087
72,L0, intermediate, beginner,30.334732,-15.336867
73,L0, intermediate, beginner,4.882364,-11.337666
74,L0, intermediate, beginner,50.192715,-0.10493007
75,L0, intermediate, beginner,47.570488,4.7998385
76,L0, intermediate, beginner,0.6742666,-25.350044
77,L0, intermediate, beginner,19.390194,-37.30976
78,L0, intermediate, beginner,47.07633,-39.66437
79,L0, intermediate, beginner,52.5906,-31.408691
80,L0, intermediate, beginner,19.246147,77.2593
81,L0, intermediate, beginner,17.910288,81.35658
82,L0, intermediate, beginner,11.379474,85.014885
83,L0, intermediate, beginner,-5.584562,78.10075
84,L0, intermediate, beginner,18.792494,-19.103329
85,L0, intermediate, beginner,23.386526,-27.697855
86,L0, intermediate, beginner,47.13141,-38.734
87,L0, intermediate, beginner,52.14098,-32.092514
88,L0, intermediate, beginner,18.639124,76.6928
89,L0, intermediate, beginner,17.254025,81.11572
90,L0, intermediate, beginner,10.52771,85.01118
91,L0, intermediate, beginner,-6.7619452,77.41949
92,L0, intermediate, beginner,20.510054,-17.837324
93,L0, intermediate, beginner,29.15787,-29.615265
94,L0, intermediate, beginner,57.66989,14.62935
95,L0, intermediate, beginner,-6.5933433,-60.494915
96,L0, intermediate, beginner,-2.0848055,-57.416042
97,L0, intermediate, beginner,-6.20947,-45.72761
98,L0, intermediate, beginner,-11.444519,-50.10432
99,L0, intermediate, beginner,-5.564909,-62.72563
100,L0, intermediate, beginner,-1.2486851,-60.115116
101,L0, intermediate, beginner,-0.0041086967,-46.378098
102,L0, intermediate, beginner,-1.2784771,-45.351883
103,L0, intermediate, beginner,-14.636513,-54.18513
104,L0, intermediate, beginner,-10.1769285,-57.051735
105,L0, intermediate, beginner,0.18753764,-53.063885
106,L0, intermediate, beginner,0.78926414,-50.51491
107,L0, intermediate, beginner,-12.380262,-55.347916
108,L0, intermediate, beginner,-8.929129,-58.431057
109,L0, intermediate, beginner,-2.2396507,-53.557323
110,L0, intermediate, beginner,-3.4948518,-49.389915
111,L0, intermediate, beginner,-4.4950356,-50.212982
112,L0, intermediate, beginner,-15.511134,-59.321793
113,L0, intermediate, beginner,-12.027127,-64.41045
114,L0, intermediate, beginner,3.8303826,-58.98128
115,L0, intermediate, beginner,1.7607697,-42.99839
116,L0, intermediate, beginner,-17.049984,-57.199165
117,L0, intermediate, beginner,-12.093983,-61.332703
118,L0, intermediate, beginner,14.094672,-65.34561
119,L0, intermediate, beginner,8.899659,-38.806347
120,L0, end, beginner,1.441419,-30.62396
121,L1, start, fridrich,-10.567427,5.7048926
122,L1, intermediate, fridrich,-10.287788,6.1017714
123,L1, intermediate, fridrich,-9.386404,6.7197666
124,L1, intermediate, fridrich,-8.381728,7.056195
125,L1, intermediate, fridrich,-8.485992,7.65513
126,L1, intermediate, fridrich,-9.424591,7.726561
127,L1, intermediate, fridrich,-10.238401,7.8930316
128,L1, intermediate, fridrich,-17.366335,16.51151
129,L1, intermediate, fridrich,-17.391424,17.140608
130,L1, intermediate, fridrich,-16.821527,18.134314
131,L1, intermediate, fridrich,-17.097866,18.560669
132,L1, intermediate, fridrich,-18.283546,18.070105
133,L1, intermediate, fridrich,-19.263718,18.38752
134,L1, intermediate, fridrich,-20.075884,18.746222
135,L1, intermediate, fridrich,-21.33431,19.44464
136,L1, intermediate, fridrich,-21.64779,20.328651
137,L1, intermediate, fridrich,-22.275585,20.275593
138,L1, intermediate, fridrich,-22.537323,19.534512
139,L1, intermediate, fridrich,-23.559946,18.965565
140,L1, intermediate, fridrich,-24.998968,18.329693
141,L1, intermediate, fridrich,-25.448517,18.046595
142,L1, intermediate, fridrich,-27.735947,14.105682
143,L1, intermediate, fridrich,-28.800653,14.92052
144,L1, intermediate, fridrich,-30.265987,15.786161
145,L1, intermediate, fridrich,-30.120115,15.679927
146,L1, intermediate, fridrich,-29.123158,15.077635
147,L1, checkpoint, fridrich,-27.190363,13.120645
148,L1, intermediate, fridrich,-25.28417,12.385331
149,L1, intermediate, fridrich,-25.179377,13.425731
150,L1, intermediate, fridrich,-25.800316,13.429687
151,L1, intermediate, fridrich,-26.028751,11.824392
152,L1, intermediate, fridrich,-26.938278,10.809724
153,L1, intermediate, fridrich,-28.871689,9.689658
154,L1, intermediate, fridrich,-29.106419,9.891314
155,L1, intermediate, fridrich,-27.116686,11.605616
156,L1, intermediate, fridrich,-26.810879,9.584392
157,L1, intermediate, fridrich,-26.50624,8.1435
158,L1, intermediate, fridrich,-26.475328,5.570512
159,L1, intermediate, fridrich,-26.265202,5.5461645
160,L1, intermediate, fridrich,-24.9013,7.2668686
161,L1, intermediate, fridrich,-24.536446,8.601542
162,L1, intermediate, fridrich,-24.126472,11.010229
163,L1, intermediate, fridrich,-23.861423,10.756435
164,L1, intermediate, fridrich,-24.08991,8.048036
165,L1, intermediate, fridrich,-24.167015,7.247313
166,L1, intermediate, fridrich,30.294422,-10.715917
167,L1, intermediate, fridrich,29.749235,-10.641953
168,L1, intermediate, fridrich,28.82931,-10.168078
169,L1, intermediate, fridrich,28.492563,-7.358886
170,L1, intermediate, fridrich,28.534227,-7.349743
171,L1, intermediate, fridrich,32.031662,-8.571877
172,L1, intermediate, fridrich,32.446648,-8.376508
173,L1, intermediate, fridrich,8.227238,91.7539
174,L1, intermediate, fridrich,-2.451804,85.95874
175,L1, intermediate, fridrich,5.16266,-19.083044
176,L1, intermediate, fridrich,31.417248,-25.40511
177,L1, intermediate, fridrich,37.84466,-26.956295
178,L1, intermediate, fridrich,38.61755,-29.375425
179,L1, checkpoint, fridrich,6.6038427,-18.555851
180,L1, intermediate, fridrich,30.876642,-29.70822
181,L1, intermediate, fridrich,-2.7593033,75.23416
182,L1, intermediate, fridrich,-45.951195,73.36378
183,L1, intermediate, fridrich,-56.71209,59.025967
184,L1, intermediate, fridrich,-1.5366186,97.70865
185,L1, intermediate, fridrich,1.9800256,78.62448
186,L1, intermediate, fridrich,20.818935,-33.580723
187,L1, intermediate, fridrich,33.32897,-18.419287
188,L1, intermediate, fridrich,-9.171238,83.336395
189,L1, intermediate, fridrich,-47.643055,69.89423
190,L1, intermediate, fridrich,-53.799557,55.999386
191,L1, intermediate, fridrich,3.235271,94.078804
192,L1, intermediate, fridrich,-5.0004644,83.05188
193,L1, checkpoint, fridrich,19.898516,-23.921867
194,L1, intermediate, fridrich,13.245494,-21.75126
195,L1, intermediate, fridrich,-79.78572,-13.694252
196,L1, intermediate, fridrich,-79.65836,6.640112
197,L1, intermediate, fridrich,-55.035435,-32.109478
198,L1, intermediate, fridrich,-56.72688,-48.5612
199,L1, intermediate, fridrich,-79.266685,22.704702
200,L1, intermediate, fridrich,-84.0779,-13.760794
201,L1, checkpoint, fridrich,29.927723,-30.073195
202,L1, intermediate, fridrich,7.1846423,-18.869848
203,L1, intermediate, fridrich,-82.35759,-10.98371
204,L1, intermediate, fridrich,-80.023964,19.058933
205,L1, intermediate, fridrich,-57.28235,-44.741417
206,L1, intermediate, fridrich,-53.620308,-35.76251
207,L1, intermediate, fridrich,-77.794685,10.815403
208,L1, intermediate, fridrich,-78.957855,-5.4734173
209,L1, checkpoint, fridrich,16.940414,-39.55829
210,L1, intermediate, fridrich,4.839858,-22.995352
211,L1, intermediate, fridrich,-77.91345,-8.484184
212,L1, intermediate, fridrich,-73.44607,0.40105104
213,L1, intermediate, fridrich,-65.87132,10.077164
214,L1, intermediate, fridrich,-64.91417,5.5721464
215,L1, intermediate, fridrich,-58.953106,1.0900899
216,L1, intermediate, fridrich,-62.454414,-1.1149865
217,L1, intermediate, fridrich,-66.1054,-0.70340437
218,L1, intermediate, fridrich,-55.349377,2.058589
219,L1, intermediate, fridrich,-60.819885,5.197709
220,L1, intermediate, fridrich,-61.615314,12.018093
221,L1, end, fridrich,0.9724493,-33.282906
222,L2, start, beginner,-34.316803,-61.179
223,L2, intermediate, beginner,-33.93076,-60.884792
224,L2, intermediate, beginner,-33.061714,-60.2766
225,L2, intermediate, beginner,-32.328686,-59.890137
226,L2, intermediate, beginner,-31.673407,-59.322784
227,L2, intermediate, beginner,-30.944334,-59.261192
228,L2, intermediate, beginner,-30.41621,-60.06164
229,L2, intermediate, beginner,-28.417128,-61.65522
230,L2, intermediate, beginner,-27.220856,-62.361134
231,L2, intermediate, beginner,-27.28801,-62.345406
232,L2, intermediate, beginner,-28.26056,-61.814365
233,L2, intermediate, beginner,-26.39645,26.24857
234,L2, intermediate, beginner,-26.639128,26.453867
235,L2, intermediate, beginner,-28.26328,25.375677
236,L2, intermediate, beginner,-29.140953,24.618544
237,L2, intermediate, beginner,-29.19059,24.55419
238,L2, intermediate, beginner,-28.21144,25.407026
239,L2, checkpoint, beginner,-25.973326,27.358744
240,L2, intermediate, beginner,-24.91569,28.631563
241,L2, intermediate, beginner,-24.215534,31.7807
242,L2, intermediate, beginner,-23.384367,31.544834
243,L2, intermediate, beginner,-23.97396,28.67051
244,L2, intermediate, beginner,-24.915478,29.12477
245,L2, intermediate, beginner,-24.232082,31.421139
246,L2, intermediate, beginner,-23.037893,31.035826
247,L2, intermediate, beginner,-23.378435,28.975357
248,L2, intermediate, beginner,-25.264885,29.551962
249,L2, intermediate, beginner,-25.054302,30.602367
250,L2, intermediate, beginner,-22.985174,29.983595
251,L2, intermediate, beginner,-22.453014,29.59573
252,L2, intermediate, beginner,-17.095303,65.76505
253,L2, intermediate, beginner,-17.099314,65.76648
254,L2, intermediate, beginner,38.784,21.614603
255,L2, intermediate, beginner,38.86146,23.92406
256,L2, intermediate, beginner,37.73274,23.800676
257,L2, intermediate, beginner,37.472443,22.198738
258,L2, intermediate, beginner,39.191948,22.279459
259,L2, intermediate, beginner,39.257187,23.60095
260,L2, intermediate, beginner,37.023582,23.115046
261,L2, intermediate, beginner,36.92174,22.371904
262,L2, intermediate, beginner,40.18409,22.402029
263,L2, intermediate, beginner,42.431698,20.462185
264,L2, intermediate, beginner,44.246136,17.296612
265,L2, intermediate, beginner,44.26,16.302275
266,L2, intermediate, beginner,45.243195,14.712935
267,L2, intermediate, beginner,45.521164,14.432112
268,L2, intermediate, beginner,23.815903,-2.603732
269,L2, intermediate, beginner,28.622776,1.1381216
270,L2, intermediate, beginner,55.101196,12.176195
271,L2, intermediate, beginner,56.242985,8.259776
272,L2, intermediate, beginner,6.3255205,81.70634
273,L2, intermediate, beginner,-6.90084,82.42524
274,L2, intermediate, beginner,56.475647,8.72497
275,L2, intermediate, beginner,57.028717,10.428243
276,L2, checkpoint, beginner,22.967415,-7.1843276
277,L2, intermediate, beginner,0.04708932,-25.2637
278,L2, intermediate, beginner,-14.950845,80.0986
279,L2, intermediate, beginner,-43.752617,67.12671
280,L2, intermediate, beginner,-56.85569,52.44525
281,L2, intermediate, beginner,5.9055166,99.2218
282,L2, intermediate, beginner,31.4951,-2.0416343
283,L2, intermediate, beginner,16.699728,-6.3011026
284,L2, intermediate, beginner,-4.6392055,68.05853
285,L2, intermediate, beginner,-5.0352464,81.227486
286,L2, intermediate, beginner,16.690428,-27.966972
287,L2, intermediate, beginner,5.285492,-32.754337
288,L2, intermediate, beginner,-46.485863,3.1030846
289,L2, intermediate, beginner,-7.8839846,-23.868788
290,L2, intermediate, beginner,19.274244,26.654789
291,L2, intermediate, beginner,-10.373652,19.396782
292,L2, intermediate, beginner,42.59735,4.843312
293,L2, intermediate, beginner,46.03991,5.946931
294,L2, intermediate, beginner,18.434376,-16.937977
295,L2, intermediate, beginner,15.507799,-30.602417
296,L2, intermediate, beginner,39.44386,-30.00509
297,L2, intermediate, beginner,33.898434,-43.441914
298,L2, intermediate, beginner,30.048325,-42.67947
299,L2, intermediate, beginner,28.777912,-39.13079
300,L2, intermediate, beginner,33.612072,-39.19679
301,L2, intermediate, beginner,33.058212,-41.794777
302,L2, intermediate, beginner,28.531256,-43.93093
303,L2, intermediate, beginner,26.333082,-39.27222
304,L2, intermediate, beginner,34.80199,-39.80837
305,L2, intermediate, beginner,34.638058,-41.605453
306,L2, intermediate, beginner,27.794964,-42.399063
307,L2, intermediate, beginner,27.022757,-40.946423
308,L2, intermediate, beginner,35.292133,-40.509624
309,L2, intermediate, beginner,34.613567,-42.597385
310,L2, intermediate, beginner,28.818506,-41.97619
311,L2, intermediate, beginner,28.300499,-40.480618
312,L2, intermediate, beginner,17.90328,-49.4796
313,L2, intermediate, beginner,22.10286,-49.476692
314,L2, intermediate, beginner,20.95099,-52.312073
315,L2, intermediate, beginner,17.28454,-52.729256
316,L2, intermediate, beginner,19.43931,-46.853397
317,L2, intermediate, beginner,24.055351,-47.599846
318,L2, intermediate, beginner,23.412943,-52.77552
319,L2, intermediate, beginner,15.704692,-57.09386
320,L2, intermediate, beginner,16.880033,-41.039986
321,L2, end, beginner,-0.76802504,-30.483845
322,L3, start, fridrich,36.612404,-35.788315
323,L3, intermediate, fridrich,37.032875,-35.60176
324,L3, intermediate, fridrich,37.626022,-35.365482
325,L3, intermediate, fridrich,14.987755,59.488117
326,L3, intermediate, fridrich,14.689847,61.110687
327,L3, intermediate, fridrich,14.561427,61.477154
328,L3, intermediate, fridrich,13.594376,61.03506
329,L3, intermediate, fridrich,13.675215,60.718807
330,L3, intermediate, fridrich,14.389038,57.793613
331,L3, intermediate, fridrich,14.296177,57.079376
332,L3, intermediate, fridrich,13.798006,56.208027
333,L3, intermediate, fridrich,13.9587345,55.57685
334,L3, intermediate, fridrich,14.720362,55.183083
335,L3, intermediate, fridrich,15.628661,53.64568
336,L3, intermediate, fridrich,16.16461,52.778824
337,L3, intermediate, fridrich,16.81455,51.945156
338,L3, intermediate, fridrich,17.669926,50.986248
339,L3, intermediate, fridrich,19.925903,49.64511
340,L3, intermediate, fridrich,22.088682,48.863407
341,L3, intermediate, fridrich,22.50399,50.58124
342,L3, intermediate, fridrich,20.994328,51.114788
343,L3, checkpoint, fridrich,20.966078,51.002884
344,L3, intermediate, fridrich,22.466042,50.460934
345,L3, intermediate, fridrich,22.136646,48.91541
346,L3, intermediate, fridrich,19.780827,49.612823
347,L3, intermediate, fridrich,17.973585,50.47987
348,L3, intermediate, fridrich,17.81479,48.510952
349,L3, intermediate, fridrich,18.113174,47.85833
350,L3, intermediate, fridrich,18.233782,46.424126
351,L3, intermediate, fridrich,18.232069,46.010876
352,L3, intermediate, fridrich,60.3487,-0.08267479
353,L3, intermediate, fridrich,61.73534,-0.42443252
354,L3, intermediate, fridrich,62.345768,-0.43426782
355,L3, intermediate, fridrich,39.06188,0.7126834
356,L3, intermediate, fridrich,39.513382,1.0958894
357,L3, intermediate, fridrich,41.401196,0.99588835
358,L3, intermediate, fridrich,58.990696,-13.622486
359,L3, intermediate, fridrich,59.144382,-13.676666
360,L3, intermediate, fridrich,60.87071,-14.367022
361,L3, intermediate, fridrich,69.50034,-0.8428322
362,L3, intermediate, fridrich,34.758007,-6.5214157
363,L3, intermediate, fridrich,6.241915,92.531296
364,L3, intermediate, fridrich,6.7648964,92.45959
365,L3, intermediate, fridrich,34.468014,-6.0908566
366,L3, intermediate, fridrich,34.169365,-3.3159275
367,L3, intermediate, fridrich,2.4567935,96.42093
368,L3, intermediate, fridrich,-8.123765,76.14461
369,L3, checkpoint, fridrich,21.22513,-19.18724
370,L3, intermediate, fridrich,-85.24419,-8.200131
371,L3, intermediate, fridrich,-81.82522,11.629459
372,L3, intermediate, fridrich,-57.96281,-36.11979
373,L3, intermediate, fridrich,-53.11474,-44.737495
374,L3, intermediate, fridrich,-76.10646,18.649958
375,L3, intermediate, fridrich,-81.074524,-7.1564746
376,L3, checkpoint, fridrich,18.690998,-19.597504
377,L3, intermediate, fridrich,22.694979,-28.901129
378,L3, intermediate, fridrich,-81.77693,-4.686239
379,L3, intermediate, fridrich,-79.514496,10.695868
380,L3, intermediate, fridrich,-55.226707,-35.65128
381,L3, intermediate, fridrich,-55.709427,-45.23019
382,L3, intermediate, fridrich,-78.448,19.421213
383,L3, intermediate, fridrich,-79.16746,-9.163204
384,L3, checkpoint, fridrich,2.6592252,-17.846352
385,L3, intermediate, fridrich,14.731678,-41.133255
386,L3, intermediate, fridrich,-5.5995336,-31.45464
387,L3, intermediate, fridrich,-7.2316933,-33.48771
388,L3, intermediate, fridrich,-9.158722,-35.946247
389,L3, intermediate, fridrich,-77.91911,-21.97713
390,L3, intermediate, fridrich,-80.701065,-22.142649
391,L3, intermediate, fridrich,-81.04712,-20.289984
392,L3, intermediate, fridrich,-77.90042,-19.827599
393,L3, intermediate, fridrich,45.722584,-41.834225
394,L3, intermediate, fridrich,3.6477926,-24.187048
395,L3, intermediate, fridrich,-49.59659,5.418057
396,L3, intermediate, fridrich,-45.85348,-1.8918372
397,L3, intermediate, fridrich,-52.573414,-19.483547
398,L3, intermediate, fridrich,-59.359154,-24.103098
399,L3, intermediate, fridrich,-71.99227,-16.053902
400,L3, intermediate, fridrich,-56.24444,-13.869968
401,L3, intermediate, fridrich,-58.556038,-11.408075
402,L3, intermediate, fridrich,-67.88432,-14.290065
403,L3, intermediate, fridrich,-61.989887,-19.985643
404,L3, intermediate, fridrich,-58.93161,-16.412678
405,L3, intermediate, fridrich,-63.698215,-12.37306
406,L3, intermediate, fridrich,-55.526264,-5.956815
407,L3, intermediate, fridrich,-77.42356,7.1027107
408,L3, intermediate, fridrich,-76.87323,-12.533161
409,L3, intermediate, fridrich,8.911657,-39.15128
410,L3, end, fridrich,1.4980649,-32.09496
411,L4, start, beginner,-42.90022,28.070662
412,L4, intermediate, beginner,-43.41102,28.71286
413,L4, intermediate, beginner,-43.184635,29.010098
414,L4, intermediate, beginner,-42.178566,28.085133
415,L4, intermediate, beginner,-41.408928,27.656067
416,L4, intermediate, beginner,-40.741833,27.274115
417,L4, intermediate, beginner,-39.77312,26.597572
418,L4, intermediate, beginner,-39.17207,26.062
419,L4, intermediate, beginner,-38.198917,25.062048
420,L4, intermediate, beginner,-37.32939,23.935501
421,L4, intermediate, beginner,-36.896133,23.611713
422,L4, intermediate, beginner,-36.143764,22.729124
423,L4, intermediate, beginner,-36.40064,21.608477
424,L4, intermediate, beginner,-36.42589,19.267008
425,L4, intermediate, beginner,-36.756844,18.993301
426,L4, intermediate, beginner,-36.8216,21.177776
427,L4, intermediate, beginner,-38.833244,21.484278
428,L4, intermediate, beginner,-38.957237,21.323883
429,L4, intermediate, beginner,-37.113342,20.961275
430,L4, checkpoint, beginner,-37.343292,18.844906
431,L4, intermediate, beginner,-39.85661,18.900927
432,L4, intermediate, beginner,-42.4246,18.71518
433,L4, intermediate, beginner,-42.341663,18.667253
434,L4, intermediate, beginner,-40.407047,18.51918
435,L4, intermediate, beginner,-3.7575202,-13.313358
436,L4, intermediate, beginner,-4.910436,-11.843118
437,L4, intermediate, beginner,-5.1698337,-11.846267
438,L4, intermediate, beginner,-3.2048807,-14.34018
439,L4, intermediate, beginner,-2.9923031,-12.496189
440,L4, intermediate, beginner,-2.3957415,-12.245216
441,L4, intermediate, beginner,-2.49173,-14.82569
442,L4, intermediate, beginner,-3.4691904,-14.57315
443,L4, intermediate, beginner,-47.30516,-10.893159
444,L4, intermediate, beginner,-46.32915,-11.551736
445,L4, intermediate, beginner,-46.510845,-12.004271
446,L4, intermediate, beginner,-47.465065,-11.36265
447,L4, intermediate, beginner,-46.941193,-10.554248
448,L4, intermediate, beginner,2.773867,-12.962052
449,L4, intermediate, beginner,26.797306,-14.525338
450,L4, intermediate, beginner,46.581238,-5.232198
451,L4, intermediate, beginner,47.053402,-6.882874
452,L4, intermediate, beginner,23.84279,-14.339608
453,L4, intermediate, beginner,27.81599,-14.820102
454,L4, intermediate, beginner,47.034603,-4.160507
455,L4, intermediate, beginner,46.249886,3.099942
456,L4, intermediate, beginner,9.98824,-39.693825
457,L4, intermediate, beginner,-6.522992,-18.989874
458,L4, intermediate, beginner,-15.923833,80.084015
459,L4, intermediate, beginner,9.095248,82.924126
460,L4, intermediate, beginner,34.68343,2.252286
461,L4, intermediate, beginner,46.015278,11.652276
462,L4, intermediate, beginner,47.721973,12.346456
463,L4, intermediate, beginner,56.885334,10.225851
464,L4, checkpoint, beginner,22.977566,-7.35848
465,L4, intermediate, beginner,-0.46705854,-25.175734
466,L4, intermediate, beginner,-14.823319,80.13798
467,L4, intermediate, beginner,-43.734867,67.01707
468,L4, intermediate, beginner,-56.84274,52.32625
469,L4, intermediate, beginner,5.950228,99.31725
470,L4, intermediate, beginner,-5.4088473,73.4343
471,L4, checkpoint, beginner,13.890392,-17.800997
472,L4, intermediate, beginner,23.962057,-25.411238
473,L4, intermediate, beginner,-84.82758,-7.370596
474,L4, intermediate, beginner,-80.97937,12.218328
475,L4, intermediate, beginner,-57.25776,-36.84131
476,L4, intermediate, beginner,-53.809883,-44.090782
477,L4, intermediate, beginner,-76.850784,18.099468
478,L4, intermediate, beginner,-81.02868,-7.925024
479,L4, intermediate, beginner,15.130691,-24.82088
480,L4, checkpoint, beginner,28.994726,-23.756748
481,L4, intermediate, beginner,47.979595,-40.048424
482,L4, intermediate, beginner,52.00174,-31.10996
483,L4, intermediate, beginner,19.720892,76.75818
484,L4, intermediate, beginner,17.758354,82.10716
485,L4, intermediate, beginner,11.32118,84.321625
486,L4, intermediate, beginner,-4.6525364,77.7841
487,L4, intermediate, beginner,19.296377,-13.561348
488,L4, intermediate, beginner,24.940323,-25.61202
489,L4, intermediate, beginner,48.24015,-38.727257
490,L4, intermediate, beginner,51.42944,-31.473537
491,L4, intermediate, beginner,19.227207,76.15269
492,L4, intermediate, beginner,16.96116,81.88878
493,L4, intermediate, beginner,10.5834675,84.15362
494,L4, intermediate, beginner,-5.887676,76.95639
495,L4, intermediate, beginner,21.018356,-14.734877
496,L4, intermediate, beginner,29.363342,-26.378101
497,L4, intermediate, beginner,57.501236,13.679863
498,L4, intermediate, beginner,-6.393216,-60.04568
499,L4, intermediate, beginner,-2.5087924,-57.1897
500,L4, intermediate, beginner,-6.4663076,-46.098583
501,L4, intermediate, beginner,-11.760999,-50.36333
502,L4, intermediate, beginner,-5.1665726,-62.54869
503,L4, intermediate, beginner,-1.6270987,-60.28102
504,L4, intermediate, beginner,-0.21534175,-46.756622
505,L4, intermediate, beginner,-14.459329,-52.937096
506,L4, intermediate, beginner,-8.9339905,-56.363056
507,L4, intermediate, beginner,0.3199434,-54.311844
508,L4, intermediate, beginner,2.0161288,-49.761166
509,L4, intermediate, beginner,-11.883636,-54.30158
510,L4, intermediate, beginner,-7.6417246,-58.499104
511,L4, intermediate, beginner,-2.9791942,-54.76958
512,L4, intermediate, beginner,-6.221907,-48.78151
513,L4, intermediate, beginner,-3.7885537,-49.204563
514,L4, intermediate, beginner,-15.764383,-60.28118
515,L4, intermediate, beginner,-10.896989,-64.14392
516,L4, intermediate, beginner,2.751941,-58.44725
517,L4, intermediate, beginner,0.28581247,-42.984924
518,L4, intermediate, beginner,-17.865957,-57.704338
519,L4, intermediate, beginner,-11.092443,-61.581963
520,L4, intermediate, beginner,8.618252,-56.078297
521,L4, intermediate, beginner,14.078428,-29.633871
522,L4, end, beginner,0.89554185,-31.362259
523,L5, start, fridrich,57.091324,-6.3813324
524,L5, intermediate, fridrich,57.81127,-5.9121
525,L5, intermediate, fridrich,57.913685,-5.69926
526,L5, intermediate, fridrich,56.457355,-6.4399753
527,L5, intermediate, fridrich,55.83886,-6.585032
528,L5, intermediate, fridrich,-9.976102,24.620203
529,L5, intermediate, fridrich,-10.287501,25.601042
530,L5, intermediate, fridrich,-9.810751,26.520622
531,L5, intermediate, fridrich,-8.816938,27.5262
532,L5, intermediate, fridrich,-8.968493,27.620522
533,L5, intermediate, fridrich,-9.8684635,26.96625
534,L5, intermediate, fridrich,-11.503953,26.003391
535,L5, intermediate, fridrich,-13.515936,25.95472
536,L5, intermediate, fridrich,-14.823836,24.68465
537,L5, intermediate, fridrich,-14.863666,24.769468
538,L5, intermediate, fridrich,-14.0471325,26.175425
539,L5, intermediate, fridrich,-15.472309,28.245544
540,L5, intermediate, fridrich,-15.625993,28.39952
541,L5, intermediate, fridrich,-15.963429,29.437252
542,L5, intermediate, fridrich,-15.903283,29.520943
543,L5, intermediate, fridrich,24.672497,33.80379
544,L5, intermediate, fridrich,23.261782,34.314873
545,L5, intermediate, fridrich,21.86881,35.03067
