index1,line,cp,algo,x,y
1327,L12, intermediate, beginner,-12.197498,83.71178
1328,L12, intermediate, beginner,-46.61018,67.79464
1329,L12, intermediate, beginner,-54.419296,53.920494
1330,L12, intermediate, beginner,5.7671547,95.284904
1331,L12, intermediate, beginner,-6.3930473,80.58077
1332,L12, checkpoint, beginner,10.187196,-14.272142
1333,L12, intermediate, beginner,29.956549,-24.880703
1334,L12, intermediate, beginner,47.650417,5.782592
1335,L12, intermediate, beginner,47.706787,-2.2721446
1336,L12, intermediate, beginner,29.799871,-15.830915
1337,L12, intermediate, beginner,4.6909065,-11.963911
1338,L12, intermediate, beginner,50.356163,0.5589584
1339,L12, intermediate, beginner,46.580128,4.4988427
1340,L12, intermediate, beginner,17.056725,-28.670198
1341,L12, intermediate, beginner,5.2861314,-32.72757
1342,L12, intermediate, beginner,-46.43684,3.0835679
1343,L12, intermediate, beginner,-7.8900576,-23.862677
1344,L12, intermediate, beginner,19.268827,26.658318
1345,L12, intermediate, beginner,-10.374272,19.397615
1346,L12, intermediate, beginner,42.59523,4.8267055
1347,L12, intermediate, beginner,45.992294,6.0565724
1348,L12, intermediate, beginner,15.148226,-13.476031
1349,L12, intermediate, beginner,15.197433,-28.36593
1350,L12, intermediate, beginner,39.342785,-30.153913
1351,L12, intermediate, beginner,33.794064,-43.507008
1352,L12, intermediate, beginner,30.157078,-42.754772
1353,L12, intermediate, beginner,28.816498,-39.00134
1354,L12, intermediate, beginner,33.529804,-39.153217
1355,L12, intermediate, beginner,32.957745,-41.83744
1356,L12, intermediate, beginner,28.553534,-44.03527
1357,L12, intermediate, beginner,26.282408,-39.19987
1358,L12, intermediate, beginner,19.961542,-46.211098
1359,L12, intermediate, beginner,24.370651,-48.442642
1360,L12, intermediate, beginner,23.682709,-51.92227
1361,L12, intermediate, beginner,16.719767,-56.039303
1362,L12, intermediate, beginner,18.095446,-43.66345
1363,L12, intermediate, beginner,23.696165,-49.719063
1364,L12, intermediate, beginner,22.18398,-50.988045
1365,L12, intermediate, beginner,17.668604,-50.898502
1366,L12, intermediate, beginner,17.90338,-49.479633
1367,L12, intermediate, beginner,22.10196,-49.47673
1368,L12, intermediate, beginner,20.950699,-52.31293
1369,L12, intermediate, beginner,17.284111,-52.729435
1370,L12, intermediate, beginner,19.439898,-46.852898
1371,L12, intermediate, beginner,24.055468,-47.599476
1372,L12, intermediate, beginner,23.41307,-52.776028
1373,L12, intermediate, beginner,14.911366,-56.940735
1374,L12, intermediate, beginner,16.490688,-41.422165
1375,L12, end, beginner,2.4639845,-30.417538
1376,L13, start, fridrich,59.197643,30.92653
1377,L13, intermediate, fridrich,59.59813,30.301361
1378,L13, intermediate, fridrich,60.32639,29.91265
1379,L13, intermediate, fridrich,61.16407,29.659578
1380,L13, intermediate, fridrich,61.13461,28.960394
1381,L13, intermediate, fridrich,60.390274,28.953184
1382,L13, intermediate, fridrich,59.01317,29.245861
1383,L13, intermediate, fridrich,-6.7440853,12.896326
1384,L13, intermediate, fridrich,-6.8538785,12.085788
1385,L13, intermediate, fridrich,-6.4966393,10.8212
1386,L13, intermediate, fridrich,-6.7202573,10.733874
1387,L13, intermediate, fridrich,-7.583296,11.997716
1388,L13, intermediate, fridrich,-8.343421,12.372913
1389,L13, intermediate, fridrich,-10.388867,13.043158
1390,L13, intermediate, fridrich,-10.80319,13.517129
1391,L13, intermediate, fridrich,-11.540065,13.577784
1392,L13, intermediate, fridrich,-12.199497,13.037628
1393,L13, intermediate, fridrich,-13.333581,12.729996
1394,L13, intermediate, fridrich,-13.9724245,12.687139
1395,L13, intermediate, fridrich,-14.898038,11.869151
1396,L13, intermediate, fridrich,-15.004454,11.426907
1397,L13, intermediate, fridrich,-15.408896,10.152918
1398,L13, intermediate, fridrich,-15.72808,9.443001
1399,L13, intermediate, fridrich,-16.674921,7.4171257
1400,L13, intermediate, fridrich,-16.927177,7.1676555
1401,L13, intermediate, fridrich,-17.410307,6.06124
1402,L13, intermediate, fridrich,-17.222235,5.287732
1403,L13, intermediate, fridrich,-16.462252,4.7906995
1404,L13, intermediate, fridrich,-16.502302,4.1653485
1405,L13, intermediate, fridrich,-17.484045,4.240247
1406,L13, checkpoint, fridrich,-19.110714,-0.2505038
1407,L13, intermediate, fridrich,-19.856558,-0.8474797
1408,L13, intermediate, fridrich,-21.374002,-0.8199438
1409,L13, intermediate, fridrich,-21.647728,-1.3620976
1410,L13, intermediate, fridrich,-19.957733,-1.5311903
1411,L13, intermediate, fridrich,-19.991243,-2.3305156
1412,L13, intermediate, fridrich,-22.037952,-2.3104126
1413,L13, intermediate, fridrich,-21.794981,-2.3345916
1414,L13, intermediate, fridrich,-19.059727,-2.6405816
1415,L13, intermediate, fridrich,-18.141516,-2.415846
1416,L13, intermediate, fridrich,-17.971483,-5.5869102
1417,L13, intermediate, fridrich,-17.996561,-5.613387
1418,L13, intermediate, fridrich,-17.639914,-3.0452921
1419,L13, intermediate, fridrich,-16.405573,-2.5963633
1420,L13, intermediate, fridrich,-15.654804,-1.746074
1421,L13, intermediate, fridrich,-15.0359125,-1.7249933
1422,L13, intermediate, fridrich,-14.762355,-2.9019282
1423,L13, intermediate, fridrich,-14.915677,-5.341736
1424,L13, intermediate, fridrich,-13.603444,-7.2238827
1425,L13, intermediate, fridrich,-13.4617,-7.2544394
1426,L13, intermediate, fridrich,-14.088059,-5.8352633
1427,L13, intermediate, fridrich,-14.098312,-5.8711076
1428,L13, intermediate, fridrich,-12.949197,-3.6808975
1429,L13, intermediate, fridrich,-12.8100195,-3.8155005
1430,L13, intermediate, fridrich,49.23899,-16.774578
1431,L13, intermediate, fridrich,49.785988,-15.486214
1432,L13, intermediate, fridrich,51.908337,-15.206961
1433,L13, intermediate, fridrich,43.064915,-19.716238
1434,L13, intermediate, fridrich,22.700836,-3.467993
1435,L13, intermediate, fridrich,39.838676,-7.6272755
1436,L13, intermediate, fridrich,45.968204,-25.382751
1437,L13, intermediate, fridrich,46.506344,-26.971075
1438,L13, intermediate, fridrich,47.534042,-36.833164
1439,L13, intermediate, fridrich,40.650574,-29.381363
1440,L13, checkpoint, fridrich,24.939657,-25.613646
1441,L13, intermediate, fridrich,-84.602264,-7.0547566
1442,L13, intermediate, fridrich,-80.73392,12.36923
1443,L13, intermediate, fridrich,-57.03044,-37.037518
1444,L13, intermediate, fridrich,-54.05755,-43.896393
1445,L13, intermediate, fridrich,-77.12256,17.927124
1446,L13, intermediate, fridrich,-80.95421,-8.361211
1447,L13, checkpoint, fridrich,14.594075,-24.696718
1448,L13, intermediate, fridrich,21.189337,-21.593134
1449,L13, intermediate, fridrich,-82.26387,-6.6452518
1450,L13, intermediate, fridrich,-81.082756,8.96141
1451,L13, intermediate, fridrich,-56.919373,-34.046055
1452,L13, intermediate, fridrich,-54.187897,-46.962795
1453,L13, intermediate, fridrich,-76.91833,20.968792
1454,L13, intermediate, fridrich,-76.769424,-11.387102
1455,L13, checkpoint, fridrich,8.992803,-37.352448
1456,L13, intermediate, fridrich,11.4379,-29.818768
1457,L13, intermediate, fridrich,-48.247673,4.4734006
1458,L13, intermediate, fridrich,-49.085705,14.110213
1459,L13, intermediate, fridrich,-53.17511,19.064045
1460,L13, intermediate, fridrich,-55.468452,17.076738
1461,L13, intermediate, fridrich,-52.223137,13.392597
1462,L13, intermediate, fridrich,-52.414276,9.085496
1463,L13, intermediate, fridrich,-58.568848,14.998143
1464,L13, intermediate, fridrich,-61.501797,11.251779
1465,L13, intermediate, fridrich,5.148088,-27.436098
1466,L13, intermediate, fridrich,17.805822,-38.12343
1467,L13, intermediate, fridrich,-49.596207,2.3345022
1468,L13, intermediate, fridrich,-47.498013,-3.9393597
1469,L13, intermediate, fridrich,-55.585007,-19.548048
1470,L13, intermediate, fridrich,-62.410606,-24.473019
1471,L13, intermediate, fridrich,-70.09709,-18.48912
1472,L13, intermediate, fridrich,-55.356125,-11.466681
1473,L13, intermediate, fridrich,-59.307377,-9.242844
1474,L13, intermediate, fridrich,-67.35229,-16.652529
1475,L13, intermediate, fridrich,-64.64914,-20.925018
1476,L13, intermediate, fridrich,-60.66955,-14.250812
1477,L13, intermediate, fridrich,-63.562965,-9.726671
1478,L13, intermediate, fridrich,-55.372673,-3.0141602
1479,L13, intermediate, fridrich,-75.11906,9.116556
1480,L13, intermediate, fridrich,-74.41873,-9.144084
1481,L13, intermediate, fridrich,14.283967,-29.891497
1482,L13, end, fridrich,0.03988954,-30.992739
1483,L14, start, beginner,48.151722,30.986908
1484,L14, intermediate, beginner,48.115993,30.944643
1485,L14, intermediate, beginner,47.192642,30.499105
1486,L14, intermediate, beginner,47.153316,30.512861
1487,L14, intermediate, beginner,-2.5775769,6.5317
1488,L14, intermediate, beginner,-2.6036458,6.5132008
1489,L14, intermediate, beginner,-41.232983,-37.885044
1490,L14, intermediate, beginner,-40.79695,-38.83885
1491,L14, intermediate, beginner,-40.126007,-40.096626
1492,L14, intermediate, beginner,-40.101875,-40.046375
1493,L14, intermediate, beginner,-40.653385,-38.87633
1494,L14, intermediate, beginner,-41.18475,-37.275574
1495,L14, intermediate, beginner,-41.307602,-36.01363
1496,L14, intermediate, beginner,-41.09549,-34.8821
1497,L14, intermediate, beginner,-40.744144,-34.407246
1498,L14, intermediate, beginner,-41.125496,-33.710426
1499,L14, intermediate, beginner,-41.64586,-33.871128
1500,L14, intermediate, beginner,-42.89053,-32.54267
1501,L14, intermediate, beginner,-43.339314,-31.741234
1502,L14, intermediate, beginner,-43.55611,-31.225348
1503,L14, intermediate, beginner,-40.006603,-19.460285
1504,L14, intermediate, beginner,-41.362934,-19.724243
1505,L14, intermediate, beginner,-42.894566,-18.75292
1506,L14, intermediate, beginner,-42.8335,-18.728113
1507,L14, intermediate, beginner,-41.53331,-19.697807
1508,L14, checkpoint, beginner,-39.373344,-18.665339
1509,L14, intermediate, beginner,-38.80183,-17.8501
1510,L14, intermediate, beginner,-37.961426,-16.46759
1511,L14, intermediate, beginner,-37.23683,-16.81365
1512,L14, intermediate, beginner,-37.339767,-17.558262
1513,L14, intermediate, beginner,-38.699234,-16.98432
1514,L14, intermediate, beginner,2.3182065,4.1195383
1515,L14, intermediate, beginner,1.6013412,3.160802
1516,L14, intermediate, beginner,2.0467947,2.8931246
1517,L14, intermediate, beginner,2.8206573,3.6464875
1518,L14, intermediate, beginner,37.496365,14.616876
1519,L14, intermediate, beginner,37.874832,14.366851
1520,L14, intermediate, beginner,10.281234,77.243614
1521,L14, intermediate, beginner,10.716594,75.331604
1522,L14, intermediate, beginner,43.266068,12.504315
1523,L14, intermediate, beginner,56.094494,-22.586735
1524,L14, intermediate, beginner,56.69282,-23.40819
1525,L14, intermediate, beginner,56.34092,-23.810225
1526,L14, intermediate, beginner,55.599476,-22.82436
1527,L14, intermediate, beginner,58.738743,-21.220362
1528,L14, checkpoint, beginner,21.349117,-33.75219
1529,L14, intermediate, beginner,33.809498,-18.009844
1530,L14, intermediate, beginner,-9.826098,83.34989
1531,L14, intermediate, beginner,-47.114925,69.428795
1532,L14, intermediate, beginner,-54.45356,55.688297
1533,L14, intermediate, beginner,3.9319243,94.192505
1534,L14, intermediate, beginner,-4.403684,83.3738
1535,L14, checkpoint, beginner,11.7635765,-24.85081
1536,L14, intermediate, beginner,12.844068,-20.573807
1537,L14, intermediate, beginner,-8.729872,79.07755
1538,L14, intermediate, beginner,6.192752,97.26961
1539,L14, intermediate, beginner,31.269968,-3.1704874
1540,L14, intermediate, beginner,17.801157,-6.9272356
1541,L14, intermediate, beginner,-5.5008597,68.50235
1542,L14, intermediate, beginner,-6.1302943,74.50263
1543,L14, intermediate, beginner,15.979899,-21.15421
1544,L14, intermediate, beginner,23.924068,-22.361141
1545,L14, intermediate, beginner,59.580486,13.771595
1546,L14, intermediate, beginner,67.377144,9.721877
1547,L14, intermediate, beginner,69.72083,2.5566008
1548,L14, intermediate, beginner,75.595955,3.671561
1549,L14, intermediate, beginner,76.15968,-0.84438336
1550,L14, intermediate, beginner,68.87822,-3.0563693
1551,L14, intermediate, beginner,6.674667,-24.773943
1552,L14, intermediate, beginner,21.770018,-22.920324
1553,L14, intermediate, beginner,59.11515,12.58164
1554,L14, intermediate, beginner,66.76245,8.835006
1555,L14, intermediate, beginner,69.98747,1.4984951
1556,L14, intermediate, beginner,75.05226,2.815043
1557,L14, intermediate, beginner,75.11518,-1.081613
1558,L14, intermediate, beginner,69.65844,-2.5729165
1559,L14, intermediate, beginner,16.943068,-15.623252
1560,L14, intermediate, beginner,26.655487,-22.464262
1561,L14, intermediate, beginner,49.153416,-41.036083
1562,L14, intermediate, beginner,52.402584,-62.727097
1563,L14, intermediate, beginner,60.930416,-59.792507
1564,L14, intermediate, beginner,56.829567,-52.229008
1565,L14, intermediate, beginner,49.24182,-56.722748
1566,L14, intermediate, beginner,55.08226,-66.01644
1567,L14, intermediate, beginner,59.577568,-63.555832
1568,L14, intermediate, beginner,48.239822,-52.7039
1569,L14, intermediate, beginner,51.421494,-53.956062
1570,L14, intermediate, beginner,56.199406,-62.649834
1571,L14, intermediate, beginner,56.873978,-59.050888
1572,L14, intermediate, beginner,52.552296,-49.215076
1573,L14, intermediate, beginner,50.85619,-45.625168
1574,L14, intermediate, beginner,53.901577,-60.717403
1575,L14, intermediate, beginner,59.439434,-57.452156
1576,L14, intermediate, beginner,56.400387,-49.4817
1577,L14, intermediate, beginner,27.84269,-65.9509
1578,L14, intermediate, beginner,42.964394,-62.97639
1579,L14, intermediate, beginner,45.86799,-67.89478
1580,L14, intermediate, beginner,24.493078,-70.600395
1581,L14, intermediate, beginner,29.192747,-61.552906
1582,L14, intermediate, beginner,42.100582,-58.86201
1583,L14, intermediate, beginner,44.959904,-71.909546
1584,L14, intermediate, beginner,15.414765,-65.77215
1585,L14, intermediate, beginner,6.779374,-39.100384
1586,L14, intermediate, beginner,44.95565,-45.01702
1587,L14, intermediate, beginner,47.94077,-64.94924
1588,L14, intermediate, beginner,30.175694,-71.70266
1589,L14, intermediate, beginner,30.657448,-67.66922
1590,L14, intermediate, beginner,45.880703,-61.191635
1591,L14, intermediate, beginner,48.921177,-68.0319
1592,L14, intermediate, beginner,27.291418,-70.96527
1593,L14, intermediate, beginner,32.230076,-60.09332
1594,L14, intermediate, beginner,29.592873,-57.2472
1595,L14, intermediate, beginner,38.535297,-57.32514
1596,L14, intermediate, beginner,40.652317,-71.05711
1597,L14, intermediate, beginner,17.947725,-59.86407
1598,L14, intermediate, beginner,13.906438,-46.176117
1599,L14, intermediate, beginner,37.732414,-54.297157
1600,L14, intermediate, beginner,39.75744,-66.84577
1601,L14, intermediate, beginner,21.95715,-64.22894
1602,L14, intermediate, beginner,25.202948,-63.240482
1603,L14, intermediate, beginner,38.886406,-63.473022
1604,L14, intermediate, beginner,37.975266,-69.33452
1605,L14, intermediate, beginner,21.364162,-70.690506
1606,L14, intermediate, beginner,26.98355,-58.546417
1607,L14, intermediate, beginner,38.643364,-59.551895
1608,L14, intermediate, beginner,41.194153,-73.13475
1609,L14, intermediate, beginner,15.023619,-57.7258
1610,L14, intermediate, beginner,17.825909,-41.998356
1611,L14, end, beginner,-0.9314341,-31.453926
1612,L15, start, fridrich,-12.673683,-29.57136
1613,L15, intermediate, fridrich,-13.075982,-29.494312
1614,L15, intermediate, fridrich,-14.317393,-29.25947
1615,L15, intermediate, fridrich,-14.620943,-29.201307
1616,L15, intermediate, fridrich,-35.555786,-28.426842
1617,L15, intermediate, fridrich,-34.26497,-29.389404
1618,L15, intermediate, fridrich,-34.14306,-29.487503
1619,L15, intermediate, fridrich,-36.07338,-28.27043
1620,L15, intermediate, fridrich,-36.797535,-28.026075
1621,L15, intermediate, fridrich,-36.61445,-26.754728
1622,L15, intermediate, fridrich,-36.294,-26.851522
1623,L15, checkpoint, fridrich,-33.348614,-30.0407
1624,L15, intermediate, fridrich,-31.4434,-31.520811
1625,L15, intermediate, fridrich,-31.07089,-32.168278
1626,L15, intermediate, fridrich,-30.917439,-33.947308
1627,L15, intermediate, fridrich,-30.78682,-33.853596
1628,L15, intermediate, fridrich,-30.563278,-32.571796
1629,L15, intermediate, fridrich,-28.869102,-31.519716
1630,L15, intermediate, fridrich,-28.52783,-31.388084
1631,L15, intermediate, fridrich,17.485535,1.6865453
1632,L15, intermediate, fridrich,18.73819,3.6638386
1633,L15, intermediate, fridrich,18.373865,6.010562
1634,L15, intermediate, fridrich,18.616018,6.4645314
1635,L15, intermediate, fridrich,19.987873,5.793293
1636,L15, intermediate, fridrich,19.79138,5.358964
1637,L15, intermediate, fridrich,18.91834,3.8394504
1638,L15, intermediate, fridrich,16.874445,1.1239263
1639,L15, intermediate, fridrich,17.586535,-0.93283105
1640,L15, intermediate, fridrich,16.422638,-1.9887692
1641,L15, intermediate, fridrich,15.709259,0.6933456
1642,L15, intermediate, fridrich,16.412172,0.87982816
1643,L15, intermediate, fridrich,17.799557,-1.6815556
1644,L15, intermediate, fridrich,24.770815,1.528808
1645,L15, intermediate, fridrich,0.40828866,87.22072
1646,L15, intermediate, fridrich,1.8159592,85.5473
1647,L15, intermediate, fridrich,26.378813,-0.41417852
1648,L15, intermediate, fridrich,30.111984,5.1308336
1649,L15, intermediate, fridrich,9.057131,87.14701
1650,L15, intermediate, fridrich,-10.269159,75.166046
1651,L15, intermediate, fridrich,-46.093674,71.25286
1652,L15, intermediate, fridrich,-55.765717,56.989082
1653,L15, intermediate, fridrich,0.32966104,96.54866
1654,L15, intermediate, fridrich,-2.056817,81.71494
1655,L15, checkpoint, fridrich,24.258043,-11.663768
1656,L15, intermediate, fridrich,11.765966,-24.864311
1657,L15, intermediate, fridrich,-78.89227,-11.489169
1658,L15, intermediate, fridrich,-79.49158,8.157065
1659,L15, intermediate, fridrich,-54.68867,-33.29877
1660,L15, intermediate, fridrich,-56.50253,-47.33541
1661,L15, intermediate, fridrich,-78.96371,21.522385
1662,L15, intermediate, fridrich,-85.34909,-9.793218
1663,L15, checkpoint, fridrich,21.96067,-17.363745
1664,L15, intermediate, fridrich,7.1778183,-19.714935
1665,L15, intermediate, fridrich,-82.02281,-11.863428
1666,L15, intermediate, fridrich,-80.817184,19.562284
1667,L15, intermediate, fridrich,-58.151417,-45.16287
1668,L15, intermediate, fridrich,-52.81143,-35.323536
1669,L15, intermediate, fridrich,-77.20302,10.440771
1670,L15, intermediate, fridrich,-77.47019,-5.711535
1671,L15, checkpoint, fridrich,12.009027,-35.346855
1672,L15, intermediate, fridrich,59.75575,-20.358969
1673,L15, intermediate, fridrich,65.015114,-21.474787
1674,L15, intermediate, fridrich,69.61471,-20.04264
1675,L15, intermediate, fridrich,68.44667,-17.083076
1676,L15, intermediate, fridrich,65.333115,-18.358429
1677,L15, intermediate, fridrich,62.606983,-16.091406
1678,L15, intermediate, fridrich,67.06303,-13.347822
1679,L15, intermediate, fridrich,39.70166,-27.509739
1680,L15, intermediate, fridrich,5.043487,-25.028542
1681,L15, intermediate, fridrich,15.990045,-39.118046
1682,L15, intermediate, fridrich,-79.07962,-5.5355396
1683,L15, intermediate, fridrich,-75.27765,-0.6403354
1684,L15, intermediate, fridrich,-64.5642,10.349529
1685,L15, intermediate, fridrich,-63.783566,5.2542768
1686,L15, intermediate, fridrich,-58.011692,1.8590803
1687,L15, intermediate, fridrich,-63.690716,-0.89383674
1688,L15, intermediate, fridrich,-66.3696,-1.7378765
1689,L15, intermediate, fridrich,-53.98713,1.9740783
1690,L15, intermediate, fridrich,-60.5288,6.524157
1691,L15, intermediate, fridrich,-60.577087,9.742287
1692,L15, intermediate, fridrich,17.48134,-41.016674
1693,L15, end, fridrich,0.8556991,-29.517305
1694,L16, start, beginner,-24.350077,-42.23643
1695,L16, intermediate, beginner,-24.93307,-42.674885
1696,L16, intermediate, beginner,-25.421566,-42.81138
1697,L16, intermediate, beginner,-25.718649,-41.72966
1698,L16, intermediate, beginner,-25.121199,-41.53616
1699,L16, intermediate, beginner,-24.266838,-40.280067
1700,L16, intermediate, beginner,-23.862093,-39.459145
1701,L16, intermediate, beginner,-24.154106,-38.238155
1702,L16, intermediate, beginner,-23.744875,-37.93401
1703,L16, intermediate, beginner,-22.717056,-38.581936
1704,L16, intermediate, beginner,-21.478617,-38.582344
1705,L16, intermediate, beginner,-20.834543,-38.571636
1706,L16, intermediate, beginner,-19.269169,-38.510494
1707,L16, intermediate, beginner,-18.429293,-38.347363
1708,L16, intermediate, beginner,-17.35694,-38.437912
1709,L16, intermediate, beginner,-16.827448,-38.065445
1710,L16, intermediate, beginner,-16.877794,-36.785847
1711,L16, intermediate, beginner,-16.783754,-36.40863
1712,L16, intermediate, beginner,-27.927362,-10.27852
1713,L16, intermediate, beginner,-28.532764,-10.042035
1714,L16, intermediate, beginner,-29.593502,-9.72876
1715,L16, intermediate, beginner,-30.747337,-9.657234
1716,L16, intermediate, beginner,-31.660929,-10.139886
1717,L16, intermediate, beginner,-32.029,-9.857914
1718,L16, intermediate, beginner,-31.34125,-8.659148
1719,L16, intermediate, beginner,-31.309177,-7.613242
1720,L16, intermediate, beginner,-31.409056,-6.9761105
1721,L16, intermediate, beginner,-30.798256,-4.057786
1722,L16, intermediate, beginner,-31.31085,-2.9725664
1723,L16, intermediate, beginner,-31.975084,-3.0929887
1724,L16, intermediate, beginner,-31.324015,-4.333162
1725,L16, checkpoint, beginner,-31.90815,-5.4451203
1726,L16, intermediate, beginner,-33.270615,-3.049003
1727,L16, intermediate, beginner,-37.77264,-2.853948
1728,L16, intermediate, beginner,-38.22563,-2.6552389
1729,L16, intermediate, beginner,-39.16126,-3.543182
1730,L16, intermediate, beginner,-38.696487,-3.7521038
1731,L16, intermediate, beginner,-37.652744,-3.1985044
1732,L16, intermediate, beginner,-34.029896,-2.3699477
1733,L16, intermediate, beginner,7.8783703,-2.990345
1734,L16, intermediate, beginner,7.292243,-2.8065233
1735,L16, intermediate, beginner,-34.10459,-1.6405458
1736,L16, intermediate, beginner,22.294382,-1.8741196
1737,L16, intermediate, beginner,8.05072,-2.950949
1738,L16, intermediate, beginner,2.9216602,-22.885975
1739,L16, intermediate, beginner,20.952,-1.2920183
1740,L16, intermediate, beginner,11.322994,-0.09665431
1741,L16, intermediate, beginner,49.821007,-15.181335
1742,L16, intermediate, beginner,51.977642,-15.033433
1743,L16, intermediate, beginner,42.988476,-19.682076
1744,L16, intermediate, beginner,22.636768,-2.5815158
1745,L16, intermediate, beginner,40.039917,-7.311631
1746,L16, intermediate, beginner,-0.7302045,82.78223
1747,L16, intermediate, beginner,1.9455665,85.07322
1748,L16, intermediate, beginner,26.338202,-0.8888976
1749,L16, intermediate, beginner,29.597862,4.709304
1750,L16, intermediate, beginner,10.164449,86.3051
1751,L16, intermediate, beginner,-8.894487,76.28816
1752,L16, intermediate, beginner,-47.081554,71.73469
1753,L16, intermediate, beginner,-54.845375,57.783817
1754,L16, intermediate, beginner,-0.282802,95.561104
1755,L16, intermediate, beginner,-4.160318,81.38111
1756,L16, checkpoint, beginner,28.554287,-25.932106
1757,L16, intermediate, beginner,-81.19414,-11.368288
1758,L16, intermediate, beginner,-79.7532,12.962562
1759,L16, intermediate, beginner,-56.41671,-37.79427
1760,L16, intermediate, beginner,-54.752594,-43.421684
1761,L16, intermediate, beginner,-77.94309,17.576605
1762,L16, intermediate, beginner,-83.75498,-5.3103256
1763,L16, intermediate, beginner,17.727703,-25.806936
1764,L16, checkpoint, beginner,26.530014,-26.272661
1765,L16, intermediate, beginner,58.15827,14.726434
1766,L16, intermediate, beginner,66.10018,9.709961
1767,L16, intermediate, beginner,70.79474,2.3744452
1768,L16, intermediate, beginner,74.4296,3.6789832
1769,L16, intermediate, beginner,75.65722,-1.9906977
1770,L16, intermediate, beginner,68.605545,-4.267346
1771,L16, intermediate, beginner,20.508394,-17.837523
1772,L16, intermediate, beginner,29.161282,-29.616764
1773,L16, intermediate, beginner,46.638813,-39.318844
1774,L16, intermediate, beginner,52.18805,-63.61352
1775,L16, intermediate, beginner,61.401047,-60.600426
1776,L16, intermediate, beginner,56.455925,-53.046146
1777,L16, intermediate, beginner,48.362633,-56.341564
1778,L16, intermediate, beginner,55.756214,-66.61562
1779,L16, intermediate, beginner,60.45663,-63.821194
1780,L16, intermediate, beginner,47.33808,-53.101517
1781,L16, intermediate, beginner,32.333492,-59.272808
1782,L16, intermediate, beginner,41.51153,-56.118954
1783,L16, intermediate, beginner,42.929073,-69.77723
1784,L16, intermediate, beginner,18.106525,-64.13384
1785,L16, intermediate, beginner,10.559494,-46.147156
1786,L16, intermediate, beginner,40.24678,-53.4998
1787,L16, intermediate, beginner,42.67555,-66.7665
1788,L16, intermediate, beginner,21.835121,-66.57658
1789,L16, intermediate, beginner,27.028198,-66.064606
1790,L16, intermediate, beginner,25.20283,-63.239582
1791,L16, intermediate, beginner,38.88648,-63.47429
1792,L16, intermediate, beginner,37.97557,-69.33526
1793,L16, intermediate, beginner,21.363594,-70.69027
1794,L16, intermediate, beginner,26.985281,-58.546658
1795,L16, intermediate, beginner,38.639305,-59.553394
1796,L16, intermediate, beginner,41.189644,-73.130005
1797,L16, intermediate, beginner,15.467188,-57.894688
1798,L16, intermediate, beginner,17.902962,-41.366905
1799,L16, end, beginner,2.4895597,-32.232292
1800,L17, start, fridrich,-30.146723,61.648804
1801,L17, intermediate, fridrich,-30.180004,61.081047
1802,L17, intermediate, fridrich,-30.502337,60.366978
1803,L17, intermediate, fridrich,-31.605013,59.299183
1804,L17, intermediate, fridrich,-31.39218,59.08568
1805,L17, intermediate, fridrich,-30.054752,59.54565
1806,L17, intermediate, fridrich,-29.08649,59.513508
1807,L17, intermediate, fridrich,-27.982206,59.06186
1808,L17, intermediate, fridrich,-27.073557,58.674408
1809,L17, intermediate, fridrich,-26.145338,58.37963
1810,L17, intermediate, fridrich,-25.64926,58.239697
1811,L17, intermediate, fridrich,-23.805548,57.819126
1812,L17, intermediate, fridrich,-22.863934,58.39426
1813,L17, intermediate, fridrich,-22.43617,58.057037
1814,L17, intermediate, fridrich,-22.825178,56.838852
1815,L17, intermediate, fridrich,-22.623987,56.233635
1816,L17, intermediate, fridrich,-21.651121,54.654793
1817,L17, intermediate, fridrich,-21.544985,54.30828
1818,L17, intermediate, fridrich,-21.039234,53.544918
1819,L17, intermediate, fridrich,-20.719704,53.54365
1820,L17, intermediate, fridrich,36.703102,55.15704
1821,L17, intermediate, fridrich,36.646782,56.128376
1822,L17, intermediate, fridrich,37.03158,56.196327
1823,L17, intermediate, fridrich,37.66073,55.0492
1824,L17, intermediate, fridrich,38.977592,54.207485
1825,L17, intermediate, fridrich,39.784943,54.122665
1826,L17, intermediate, fridrich,40.283432,53.60948
1827,L17, intermediate, fridrich,40.619007,52.746613
1828,L17, intermediate, fridrich,40.076523,51.015297
1829,L17, intermediate, fridrich,40.176907,50.597168
1830,L17, intermediate, fridrich,41.94193,52.448956
1831,L17, intermediate, fridrich,42.438435,52.4596
1832,L17, intermediate, fridrich,43.210285,51.400715
1833,L17, intermediate, fridrich,42.94175,51.173855
1834,L17, checkpoint, fridrich,41.4091,48.225136
1835,L17, intermediate, fridrich,41.524143,47.093006
1836,L17, intermediate, fridrich,40.17195,45.73483
1837,L17, intermediate, fridrich,40.327637,45.40652
1838,L17, intermediate, fridrich,41.818623,46.40837
1839,L17, intermediate, fridrich,42.34277,45.2687
1840,L17, intermediate, fridrich,40.833946,44.37936
1841,L17, intermediate, fridrich,40.891323,43.280117
1842,L17, intermediate, fridrich,43.518826,43.86858
1843,L17, intermediate, fridrich,44.66761,43.134537
1844,L17, intermediate, fridrich,45.068295,43.56899
1845,L17, intermediate, fridrich,44.24178,44.131042
1846,L17, intermediate, fridrich,43.224777,43.00136
1847,L17, intermediate, fridrich,41.00056,42.41709
1848,L17, intermediate, fridrich,39.754707,40.98148
